"player_name","team_abbreviation","age","gp","min","dre","efg","rel_efg","ts","rel_ts","stk","plus_minus"
NA,NA,NA,14,39,-2,0.310810810810811,-0.356401038609947,0.0277255639097744,-0.947280795101595,1.6,-3.1
NA,NA,NA,21,343,3,0.622881355932203,0.289806466838798,0.0405522001725626,-0.922891388000776,2.3,7.1
NA,NA,NA,2,199,-7,0.373737373737374,-0.22609839425298,0.0358851674641148,-0.931765589962002,0,-17.3
NA,NA,NA,17,633,-1,0.5,0.0353548509318242,0.0501158748551564,-0.904706389967405,1.7,6.4
"Adam Liberty","TUL",25,16,188,-5,0.3125,-0.35290321816761,0.0229910714285714,-0.956283269497382,2.3,-8
"Alando Tucker","IOW",25,2,62,-2,0.383458646616541,-0.205968460187623,0.054585152838428,-0.896208211805374,0.8,2.3
"Alex Acker","FWN",26,4,147,-2,0.485781990521327,0.00591348076314665,0.0611364789446981,-0.883751090843771,2,-3
"Alexis Ajinca","SIF",21,11,250,-1,0.474747474747475,-0.0169357981051366,0.0322702159718734,-0.938639295724578,5.7,2.9
"Alpha Bangura","BAK",29,35,974,-2,0.450226244343891,-0.0677121478034706,0.029971867561134,-0.943009526071849,2.7,-8.9
"Alton Ford","REN",28,36,991,-4,0.44921875,-0.0697983761159392,0.0261845386533666,-0.950211001553321,1.7,-5.5
"Andre Brown","AUS",28,18,621,-5,0.502590673575129,0.0407193838382065,0.0398000740466494,-0.92432152992577,1.7,2
"Andre Ingram","UTA",23,49,1349,1,0.57037037037037,0.181071459581488,0.050131926121372,-0.904675869037506,2,5.1
"Andre Patterson","ANA",26,38,608,-3,0.485576923076923,0.00548884561648298,0.0385071090047393,-0.926780058422891,3.3,-5.7
"Anthony Coleman","LAD",26,9,282,-7,0.398230088495575,-0.175381092178193,0.027608797379504,-0.947502822637432,3.2,-12.7
"Anthony Kent","FWN",26,41,708,-4,0.471698113207547,-0.0232501406303545,0.0329308452250274,-0.937383131951958,3.1,-4
