"player_name","team_abbreviation","age","gp","min","dre","efg","rel_efg","ts","rel_ts","stk","plus_minus"
"Earl Barron","IWA",28,47,1491,0.51,49.5,0.99,3.85,-48.74,2.4,6.9
"Earl Clark","IWA",22,3,103,-0.66,50.22,1.71,3.34,-49.26,2.3,17.1
"Eddie Basden","AUS",27,38,1283,0.5,53.47,4.96,4.62,-47.98,2.9,6.9
"Emmanuel Jones","IDA",24,26,421,-3.11,37.66,-10.85,3.14,-49.46,2.6,3.7
"Erek Hansen","ABQ",27,6,79,-3.21,22.64,-25.87,2.62,-49.98,10,-5.9
"Eric Dawson","AUS",25,2,30,-1.71,63.89,15.37,2.81,-49.78,3.2,0
"Eric Devendorf","RNO",23,3,39,-2.58,50.41,1.89,2.56,-50.04,0,1.2
"Ernest Scott","RGV",27,50,1161,3.66,60.12,11.6,18.62,-33.98,3.1,3.5
"Frank Tolbert","ERI",23,18,399,-8.61,33.33,-15.18,2.45,-50.15,1.8,-1.3
"Gabe Pruitt","UTA",24,38,1047,-1.85,48.09,-0.43,2.8,-49.8,2.7,4
"Gabriel Hughes","LAD",29,28,467,0.48,53.62,5.11,2.76,-49.84,3.3,-5
"Garrett Temple","RGV",24,30,1063,0,50.89,2.38,4.58,-48.01,2.9,6.9
"Gary Ervin","MNE",26,2,10,-2.73,0,-48.51,0,-52.6,0,4.5
"Gavin Grant","UTA",25,2,65,-2.26,52.13,3.61,4.03,-48.57,2.3,-8.3
"Greg Stiemsma","SXF",24,45,1259,3.4,54.17,5.65,5.22,-47.37,7.6,4.7
"Hasheem Thabeet","DAK",23,6,188,0.03,50,1.49,2.19,-50.41,6.2,9.4
"Henry Walker","MNE",22,9,274,0.81,52.12,3.61,4.01,-48.59,1.6,7.4
"Horace Wormely","LAD",25,43,1230,-2.07,47.89,-0.62,3.42,-49.17,1.8,-3.9
"Ivan Harris","ERI",26,49,1579,-2.8,47.84,-0.68,8.75,-43.85,1.4,1
"J.C. Mathis","IDA",27,11,162,-5.08,40.94,-7.57,3.72,-48.88,2,1.4
"J.R. Giddens","MNE",25,4,126,0.36,71.51,22.99,7.4,-45.2,2.4,1.2
"JaJuan Smith","TUL",24,4,64,-1.3,43.72,-4.8,43.72,-8.88,3.8,29
"Jackie Manuel","ERI",27,44,1835,-3.56,45.36,-3.15,3.33,-49.27,2.9,-2.6
"Jamelle Cornley","FWN",23,9,122,-3.57,44.26,-4.25,4.03,-48.56,1.2,-15.4
"James Booyer","FWN",28,2,9,-2.48,0,-48.51,0,-52.6,5,-105
"James Cripe","SPG",26,4,63,-3.32,33.61,-14.9,2.85,-49.75,3.2,-48.4
"James Jackson","DAK",28,50,1143,-2.33,48.43,-0.09,2.82,-49.78,1.6,-1.1
"James Peters","LAD",29,12,361,-2.08,53.61,5.1,3.84,-48.76,2.1,-12.9
"James Wright","LAD",29,30,812,-2.24,53.06,4.55,6.22,-46.37,1.1,-6.6
"JamesOn Curry","SPG",24,27,1086,0.6,55.62,7.11,6.3,-46.3,2.5,-10.9
"Jared Carter","FWN",23,4,15,-2.61,32.99,-15.52,33.51,-19.09,0,-3.2
"Jared Newson","SXF",25,46,1056,-1.11,49.38,0.86,3.48,-49.12,2.4,-6.7
"Jared Reiner","FWN",28,18,528,-1.55,45.86,-2.66,3.44,-49.16,3.4,-0.5
"Jarvis Gunter","ERI",25,44,598,-2.07,60.81,12.3,4.13,-48.46,1.6,-0.6
"Jason Horton","ABQ",24,50,1062,-3.79,36.32,-12.2,3.25,-49.35,2.1,-10
"Jason Richards","UTA",24,18,313,-5.02,35.8,-12.72,3.33,-49.27,2.7,0.6
"Jason Straight","FWN",27,27,491,-1.99,51.04,2.53,3.87,-48.73,1.7,-1.9
"Jeff Graves","IDA",28,2,45,-2.2,53.12,4.61,8.99,-43.61,3.7,20.8
"Jeff Trepagnier","IWA",30,48,1289,4.19,46.89,-1.62,4.42,-48.18,5,7.7
"Jeremy Wise","BAK",24,45,1452,2.54,55.12,6.61,3.47,-49.12,2.8,-2.8
"Jermaine Taylor","RGV",23,8,223,2.59,52.59,4.08,4.27,-48.33,3.1,10.5
"Jimmy Binnie","DAK",24,18,264,0.13,44.9,-3.62,4.3,-48.3,3.4,3
"Joe Alexander","FWN",23,6,161,-3.61,41.95,-6.56,3.06,-49.54,2.7,-14
"Joe Crawford","LAD",24,32,1162,-1.48,47.76,-0.75,3.62,-48.97,1.7,-4
"Joe Dabbert","IDA",29,25,621,-1.98,47.4,-1.12,2.44,-50.16,3.4,0
"Joe Darger","UTA",23,3,11,-2.35,0,-48.51,0,-52.6,0,-54.2
"Joe Krabbenhoft","SXF",23,18,518,4.15,54.57,6.06,4.53,-48.07,2.6,3.7
"Joey Dorsey","RGV",26,16,516,2.15,64.79,16.27,2.93,-49.66,4,12.9
"John Bryant","ERI",23,49,1450,0.17,49.48,0.96,5.02,-47.57,3.4,-0.5
"John Edwards","BAK",28,25,505,-3.14,51.69,3.17,4.4,-48.19,2.2,-8.8
"John Williams","BAK",25,37,768,0.34,54.52,6,4.96,-47.64,1.9,-0.4
"Jonathan Wallace","RGV",24,50,1391,-0.41,55.81,7.3,5.21,-47.38,1.6,3.7
"Jordan Brady","UTA",27,44,609,0.31,57.83,9.31,4.53,-48.06,2.2,3.9
"Julian Allen","SPG",22,1,19,-2.37,25,-23.51,1.9,-50.69,2.7,-8.1
"Julian Sensley","RGV",27,38,1043,-0.64,50.89,2.37,5.38,-47.22,2.8,5.6
"Justin Bowen","SXF",27,41,1044,-2.71,46.08,-2.43,4.33,-48.27,2,2.7
"Justin Hawkins","SPG",25,39,1256,-1.47,46.72,-1.8,3.42,-49.18,1.9,-15.2
"Keith Brumbaugh","BAK",24,30,939,-0.95,51.86,3.35,4.19,-48.41,2.7,0.5
"Keith Clark","LAD",22,26,487,-1.61,54.55,6.03,4.03,-48.57,2.9,-7.4
"Keith McLeod","ABQ",30,30,1091,2.87,46.85,-1.67,2.77,-49.82,2.9,-5.3
"Kenny Dawkins","RGV",22,8,85,-4.49,23.26,-25.26,2.46,-50.13,1.7,-2.3
"Kenny Hasbrouck","RGV",23,10,323,1.65,56.84,8.33,5.71,-46.88,2.4,5.7
"Kentrell Gransberry","SPG",24,43,640,-1.16,58.25,9.74,2.16,-50.43,2.4,-11.8
"Kevin Pittsnogle","ABQ",25,28,795,-0.87,47.06,-1.46,5.59,-47,2.3,2.8
"Kevin Rogers","RGV",23,8,125,-3.69,48.22,-0.29,6.99,-45.61,0.4,-11.4
"Kirk Penney","SXF",29,4,138,-0.24,65.88,17.36,4.8,-47.79,1.4,18.9
"Kosta Koufos","UTA",21,5,158,-0.89,59.46,10.94,6.23,-46.36,3.3,-8.4
"Kris Collins","ABQ",27,12,208,-6.54,36.32,-12.2,2.55,-50.05,1.9,-7.5
"Kurt Looby","MNE",26,50,1273,2.8,60,11.49,3.43,-49.17,8,-5.1
"Kyle Goldcamp","ERI",24,32,429,-1.78,50.51,1.99,4.24,-48.36,3.3,3
"Kyle McAlarney","SPG",22,43,1360,-1.86,55.56,7.04,9.06,-43.53,1.4,-10.6
"Kyle Weaver","TUL",24,5,213,-3.51,45.33,-3.18,10.91,-41.68,3.4,11.7
"Lance Allred","IDA",29,30,935,-2.51,49.18,0.67,7.46,-45.14,1.4,-1.9
"Lance Hurdle","IDA",23,40,834,0.86,53.76,5.24,4.26,-48.34,2.3,2.7
"Lanny Smith","IDA",25,16,431,-2.56,40.33,-8.18,3.95,-48.64,1.9,-3.5
"Larry Owens","TUL",27,50,1817,0.31,53.51,4.99,4.58,-48.02,2.9,1.5
"Latavious Williams","TUL",21,47,969,1.52,53,4.49,3.9,-48.7,3.5,2.3
"Lawrence McKenzie","LAD",25,10,172,-4.36,46.34,-2.17,9.68,-42.92,1.8,-12.9
"Lee Cummard","UTA",25,22,365,-2.24,57.98,9.47,9.69,-42.9,1.9,-7.1
"Leemire Goldwire","SXF",24,48,1222,-0.48,49.49,0.98,4.45,-48.14,2.4,6
"Lester Hudson","DAK",25,20,544,3.84,51.34,2.82,4.49,-48.1,2.8,7.5
"Lewis Clinch","AUS",23,49,924,-3.8,47.7,-0.82,7.01,-45.59,1.4,0.8
"Longar Longar","BAK",27,11,224,-5.17,40.67,-7.85,2.65,-49.94,3.7,-11.7
"Louis Graham","RGV",25,4,16,-2.17,0,-48.51,0.84,-51.76,5,-37.5
"Luke Bonner","AUS",25,16,147,-0.94,57.89,9.38,7.1,-45.49,2.7,1.4
"Luke Nevill","UTA",24,45,1110,-0.48,54.84,6.32,4.74,-47.85,3,4.9
"Major Wingate","SPG",25,18,468,-4.88,45,-3.51,2.59,-50,3,-8.3
"Malik Hairston","AUS",23,15,612,2.43,50.99,2.48,3.37,-49.23,1.6,7.2
"Marcus Campbell","SPG",28,43,984,-2.92,54.21,5.7,4.74,-47.85,2.6,-14.5
"Marcus Dove","DAK",25,41,1179,-0.26,50.83,2.32,3.14,-49.46,3.9,2.5
"Marcus Hubbard","ABQ",26,38,805,-3.05,40.98,-7.54,4.18,-48.41,2.8,-3.7
"Marcus Landry","MNE",24,13,323,-0.59,48.53,0.01,4.64,-47.96,3.2,-3.4
"Marcus Lewis","TUL",23,42,656,-3.31,53.85,5.33,4.39,-48.2,2.3,8.6
"Marcus Williams","AUS",23,8,329,0.59,59.59,11.07,3.95,-48.64,1.2,7.8
"Mario West","MNE",26,11,327,-0.03,51.91,3.4,2.48,-50.11,3,6
"Mark Tyndale","IWA",24,50,1165,2.9,54.81,6.29,2.4,-50.2,3.4,5.9
"Martin Zeno","ERI",24,12,233,-4.49,36,-12.51,2.83,-49.77,2.4,-10.7
"Marvin Phillips","IWA",26,49,848,1.79,48.94,0.43,4.41,-48.18,4.9,3
"Maurice Ager","MNE",26,22,757,-0.55,54.32,5.81,3.53,-49.06,1.6,4
"Maurice Baker","DAK",30,49,1523,1.4,49.06,0.55,4.65,-47.94,2.6,4.3
"Maurice Maxwell","SPG",27,26,675,-4.66,42.5,-6.01,4.38,-48.22,2.5,-12.5
"Michael Fey","LAD",27,50,1285,-0.01,56.82,8.3,4.93,-47.66,2.3,-7.2
"Michael Joiner","AUS",28,46,1292,-2.43,47.7,-0.82,7.7,-44.89,2.6,-3.7
"Michael Sweetney","ERI",27,9,229,-2.86,63.25,14.74,2.95,-49.65,2.1,6.7
"Mickell Gladness","RGV",23,41,521,1.33,56.88,8.37,3.42,-49.17,5.8,4
"Mike Gansey","ERI",27,38,1398,1.31,53.14,4.63,6.92,-45.68,2.1,2.1
"Mike Harris","RGV",27,34,1211,6.72,59.62,11.1,4.41,-48.18,2.5,11.5
"Mike Nelson","SXF",24,34,654,-2.35,59.2,10.69,11.26,-41.33,1.2,-5.1
"Mildon Ambres","IDA",25,50,1444,-0.77,49.52,1.01,6.52,-46.07,2.4,-1.5
"Mitchell Johnson","TUL",25,7,61,-3.29,15.45,-33.06,1.37,-51.23,0.8,6.8
"Mo Charlo","RNO",26,50,1431,0.47,49.62,1.11,3.62,-48.97,3.6,0.1
"Morris Almond","MNE",25,42,1614,1.23,55.84,7.32,2.84,-49.75,1.3,-4.4
"Moses Ehambe","TUL",24,50,1391,-1.27,54.77,6.26,11.3,-41.29,1.3,-0.8
"Mustafa Shakur","TUL",25,47,1777,3.88,52.63,4.12,3.52,-49.08,3.3,0.8
"Nathan Jawai","SXF",23,4,84,-3.95,45.3,-3.21,3.53,-49.07,0.6,4.1
"Noel Felix","SPG",28,45,1054,-4.58,44.41,-4.1,3.77,-48.83,2.7,-2.9
"Oliver Lafayette","FWN",26,48,1695,2.19,50.78,2.26,4.46,-48.13,2.7,0.4
"Orien Greene","UTA",28,50,1654,1.58,52.96,4.44,3.26,-49.34,4.5,2.9
"Othyus Jeffers","IWA",24,22,642,1.97,51.67,3.15,3.56,-49.04,3.4,2.8
"Pat Carroll","IWA",27,50,1463,-1.18,53.62,5.1,7.35,-45.25,1.9,6.3
"Patrick Mutombo","BAK",30,25,545,-4.19,46.12,-2.39,12.18,-40.42,1.3,-11.2
"Patty Mills","IDA",21,5,176,0.57,54.86,6.35,5.01,-47.59,2.1,1.6
"Paul Davis","MNE",25,16,456,2.57,46.36,-2.15,4.1,-48.5,5,3.3
"Perrin Johnson","SPG",25,4,105,-3.53,48.26,-0.25,4.28,-48.32,1.5,-37.3
"Pete Campbell","SXF",25,7,99,-1.78,50.87,2.35,17.96,-34.64,1.5,1.5
"Quin Humphrey","RGV",25,7,87,-2.53,45.56,-2.96,9.73,-42.87,2.4,-15.3
"Rashad Anderson","FWN",26,24,560,-1.74,50.71,2.19,6.14,-46.46,1.9,-2.1
"Ray Reese","LAD",23,3,85,-2.75,38.49,-10.02,8.44,-44.15,1.1,-13.7
"Raymond Sykes","SXF",23,47,1124,-0.24,58.22,9.7,3.65,-48.95,3.3,-3.4
"Reece Gaines","BAK",29,47,1566,-1.23,54.28,5.76,4.1,-48.49,1.3,1.2
"Reggie Williams","SXF",23,31,1239,5.38,63.04,14.53,4.39,-48.21,2.2,1.5
"Renaldo Major","DAK",28,49,1365,3.72,53.21,4.7,2.8,-49.79,3.5,3.7
"Richie Frahm","RNO",32,16,461,3.17,69.16,20.64,16.35,-36.25,1.7,14.9
"Rob Kurz","FWN",25,39,1449,2.65,54.29,5.78,3.62,-48.97,3.1,4.5
"Robert Swift","BAK",24,2,50,-3.23,14.49,-34.02,1.37,-51.22,2.9,-23.5
"Roberto Bergersen","IDA",34,32,666,-2.51,52.52,4,8.45,-44.15,2.4,-0.6
"Rod Benson","RNO",25,49,1498,2.33,52.02,3.51,3.07,-49.52,5.1,4.9
"Roderick Riley","AUS",29,14,166,-3.01,52.29,3.78,2.06,-50.53,1.8,5.1
"Roderick Wilmont","FWN",26,48,1329,-3.04,42.15,-6.36,4.11,-48.48,1.8,-3.4
"Rodney Webb","LAD",26,46,979,-1.64,47.96,-0.56,4.31,-48.29,3.5,-5.8
"Romel Beck","DAK",28,42,1316,1.44,61.5,12.99,6.51,-46.08,2,-2.5
"Ron Howard","FWN",27,29,1044,0.81,51.26,2.74,3.09,-49.51,1.8,-0.5
"Russell Carter","AUS",25,15,248,-2.96,42.29,-6.23,4.47,-48.13,3.4,-0.2
"Russell Hicks","IWA",25,4,20,-2.4,0,-48.51,0,-52.6,5,17.5
"Russell Robinson","MNE",24,47,1733,0.29,51.19,2.68,3.87,-48.72,3,1.2
"Ryan Ayers","FWN",23,50,1391,0.3,58.51,10,14.97,-37.62,2.4,2.7
"Ryan Bright","AUS",110,6,47,-1.39,49.5,0.99,4.68,-47.91,4.4,12.2
"Ryan Forehan-Kelly","LAD",30,50,1598,4.32,59.82,11.3,6.04,-46.56,2.6,-2.9
"Sasha Cuic","ABQ",26,32,567,-7.19,35.5,-13.01,3.68,-48.91,2.1,-9.2
"Sean Barnette","RGV",24,29,487,-2.81,46.86,-1.66,4.35,-48.25,2.5,-2.5
"Sean Sonderleiter","FWN",29,45,1119,-1.23,49.14,0.63,3.34,-49.26,2.8,-6.4
"Shagari Alleyne","ABQ",26,15,251,-3.09,51.76,3.25,6.24,-46.35,6.8,-13.7
"Shane Edwards","ABQ",23,39,1008,0.94,62.25,13.74,3.3,-49.3,3.2,-10.6
"Shy Ely","IWA",22,49,574,-2.45,42.5,-6.01,3.6,-48.99,2.5,-6.3
"Skip Mills","FWN",25,2,4,-2.17,0,-48.51,0,-52.6,0,-60
"Stanley Asumnu","RGV",27,39,749,-2.49,56.21,7.69,3.47,-49.12,1.6,-8.1
"Stanley Thomas","MNE",30,2,41,-2.21,65.62,17.11,65.62,13.03,0,-13.6
"Stephen McDowell","BAK",24,3,35,-2.24,45.6,-2.92,3.88,-48.72,2.9,-15.9
"Steven Hill","TUL",24,11,89,-2.56,51.06,2.55,1.54,-51.06,5.3,8.3
"Sundiata Gaines","IDA",24,14,510,7.48,57.18,8.66,3.02,-49.58,3.4,10.6
"TJ Cummings","MNE",28,39,1054,-4.57,46.7,-1.81,5.21,-47.39,1.3,-7.7
"Taylor Griffin","IWA",24,12,347,-0.72,45.8,-2.71,2.82,-49.77,3,8.6
"Terrel Harris","RGV",22,24,366,-0.48,48.98,0.46,4.34,-48.26,3.4,-1.6
"Terrence Gamble","SXF",27,10,175,-1.41,55.13,6.61,4.85,-47.74,4.7,-5.5
"Tony Bobbitt","SPG",30,37,1020,4.17,58.51,10,8.79,-43.8,3.5,0.7
"Travis Holmes","RGV",24,4,23,-1.97,25.35,-23.16,25.35,-27.24,5.4,-32.1
"Tre Whitted","SPG",25,47,1279,-4.34,45.3,-3.21,5.09,-47.51,1.4,-11.4
"Trey Gilder","ABQ",25,45,1376,1.27,55.73,7.22,3.47,-49.12,3.3,3.4
"Trey Johnson","BAK",25,13,518,-0.24,48.01,-0.5,3.59,-49,1.4,-1
"Tyc Snow","ERI",25,7,41,-2.63,39.09,-9.42,2.69,-49.9,1.2,-12.2
"Tyrelle Blair","BAK",24,7,177,-1.65,53.85,5.33,3.19,-49.41,4.2,-11.5
"Will Blalock","RNO",26,53,1650,-0.7,47.14,-1.37,4.36,-48.23,2,4
"Will Conroy","RGV",27,29,1101,3.83,55.32,6.8,3.2,-49.39,2,9.8
"Will Daniels","BAK",24,31,800,2.08,58.99,10.47,4.24,-48.36,4.4,1.6
"Wink Adams","TUL",25,9,202,-1.77,40.5,-8.02,14.81,-37.79,3.6,10.4
"Yaroslav Korolev","RNO",23,47,1061,1.6,48.55,0.04,3.01,-49.59,3.5,1.8
"Yemi Ogunoye","IDA",25,49,1103,-2.6,42.93,-5.58,3.65,-48.94,2.3,1.3
"Zabian Dowdell","TUL",25,10,269,0.39,54.55,6.03,4.28,-48.31,1.7,4.8
"Zachary Sowers","ERI",25,2,7,-2.3,0,-48.51,0,-52.6,0,-50
