"player_name","team_abbreviation","age","gp","min","dre","efg","rel_efg","ts","rel_ts","stk","plus_minus"
"Evan Smotrycz","IWA",27,29,409,-0.88,47.83,-3.2,4.07,-50.2,2.9,-0.9
"Evan Taylor","ACC",23,20,245,-1.89,44.7,-6.32,5.08,-49.2,2.5,-11.4
"Ferrakohn Hall","WCB",28,47,864,0.14,52.54,1.52,6.23,-48.04,2.5,-1
"Frank Jackson","TEX",21,4,133,-1,55.11,4.09,5.59,-48.69,2,-0.7
"Gabe Vincent","STO",23,24,446,-0.39,45.02,-6,6.73,-47.54,3.1,-7.9
"Gabe York","LAK",25,41,1198,1.07,53.21,2.19,7.12,-47.15,1.7,4.8
"Gary Clark","RGV",24,7,212,2.73,50.32,-0.7,5.18,-49.1,3,11.8
"Gary Payton II","RGV",26,28,855,4.1,50.44,-0.58,7.68,-46.59,5.7,6.4
"Gary Talton","SXF",29,2,31,-2.46,27.91,-23.11,3.56,-50.71,1.4,1.4
"Gary Trent Jr.","TEX",20,6,206,9.3,61.38,10.36,5.83,-48.44,2.5,-1.3
"George King","NAS",25,41,1304,0.26,57.02,6,5.39,-48.88,2.2,-6.5
"Georges Niang","SLC",26,3,94,-1.27,57.78,6.76,22.61,-31.67,0.5,20.4
"Gerard Tarin","SXF",22,23,187,-0.54,56.93,5.91,2.45,-51.83,1.5,-9.1
"Grayson Allen","SLC",23,12,364,2.29,58.67,7.65,4.29,-49.98,1.8,11.7
"Guerschon Yabusele","MNE",23,1,28,-1.88,46.09,-4.93,4.18,-50.09,1.6,21.3
"Gyorgy Goloman","WES",23,50,648,0.27,50.75,-0.27,3.47,-50.8,4.2,-2.6
"Hakim Warrick","IWA",36,44,910,4.22,62.26,11.24,3.07,-51.2,1.6,1
"Hamidou Diallo","OKL",20,6,177,0.51,48.02,-3.01,4.61,-49.66,4.2,14.5
"Harry Giles III","STO",21,4,91,0.08,62.2,11.17,6.65,-47.63,3,1
"Harry Rafferty","SXF",25,4,77,-2.78,31.25,-19.77,31.7,-22.57,1.2,-12.9
"Haywood Highsmith","DEL",22,46,1483,0,50.33,-0.69,5.4,-48.87,2.4,-1.8
"Henry Ellenson","GRD",22,8,257,4.32,47.98,-3.04,2.94,-51.33,1.6,8.2
"Hollis Thompson","NAS",28,30,1021,-0.58,48.76,-2.26,5.61,-48.66,1.7,-6
"Ike Anigbogu","FWN",20,21,571,-2.59,47.02,-4,3.66,-50.61,4.4,-6.4
"Ike Nwamu","FWN",26,39,821,-3.6,46.62,-4.4,7.14,-47.14,1.6,-10
"Isaac Bonga","SBL",19,31,870,-1.31,48.44,-2.58,4.49,-49.79,3.6,0.2
"Isaac Haas","SLC",23,33,605,0.81,62.8,11.78,4.04,-50.23,2.5,0.8
"Isaac Hamilton","CTN",25,31,319,-3.22,34.67,-16.35,5.23,-49.04,2.4,0.4
"Isaac Humphries","ERI",21,46,1005,2.13,57.73,6.71,8.03,-46.24,3.9,3
"Isaiah Armwood","CAP",28,36,820,0.95,55.17,4.15,3.54,-50.73,4.3,-2.7
"Isaiah Briscoe","LAK",23,2,62,-1.02,56.67,5.65,3.83,-50.44,3.1,-21.9
"Isaiah Cousins","SLC",25,39,1197,1.04,50.48,-0.54,8.82,-45.45,2,8.1
"Isaiah Hartenstein","RGV",21,26,841,6.76,65.25,14.23,4.2,-50.08,3.8,7.9
"Isaiah Hicks","WES",24,27,810,1.36,51.98,0.96,4.49,-49.78,4.3,8.4
"Isaiah Whitehead","GRD",24,25,732,-1.2,45.96,-5.06,5.09,-49.18,2.9,7.4
"Isaiah Wilkins","GBO",23,48,1179,-0.96,51.37,0.35,7.99,-46.28,2.8,2.6
"Ismael Sanogo","LIN",22,23,230,-2.84,43.81,-7.22,4.61,-49.66,3.3,-23.6
"Ismaila Kane","MHU",21,26,207,-3.55,33.54,-17.48,2.63,-51.64,3.1,3.3
"Ivan Rabb","MHU",22,7,249,6.43,57.11,6.09,5.69,-48.58,3.8,12.5
"J.J. Avila","ACC",27,44,766,3.56,60,8.98,4.98,-49.29,3.1,2.2
"J.P. Macura","GBO",24,30,836,1.91,54.31,3.29,5.52,-48.75,2.4,5
"JaCorey Williams","CTN",25,50,1439,0.29,55.79,4.77,4.56,-49.71,2.5,0.1
"JaKarr Sampson","WCB",26,24,725,4.96,56.88,5.86,5.82,-48.45,2.8,1.6
"Jacob Evans","SCW",22,21,548,-2.72,47.58,-3.44,6.06,-48.21,2.8,4.5
"Jacobi Boykins","RGV",24,28,474,1.87,53.87,2.84,5.63,-48.64,2.3,3.2
"Jairus Lyles","SLC",23,46,1232,0.16,46.52,-4.5,3.84,-50.44,2.7,-0.2
"Jaleel Cousins","SCW",25,26,143,-2.62,53.21,2.19,2.58,-51.69,4.2,-6.4
"Jalen Jones","CTN",26,4,102,-3.65,36.24,-14.78,3.23,-51.04,2.2,0.9
"Jameel McKay","WCB",26,2,12,-1.79,100,48.98,100,45.73,3.7,-3.7
"Jameel Warney","WES",25,47,1462,3.31,51.81,0.79,6.42,-47.85,3.8,-0.3
"Jamel Artis","ACC",26,31,1072,-1.14,51.83,0.81,5.87,-48.4,1.4,3.5
"James Young","WIS",23,19,602,2.7,53.22,2.2,4.27,-50,3,-9.3
"Jared Brownridge","DEL",24,49,1428,1.8,56.72,5.7,9.26,-45.01,1.2,2
"Jared Sam","FWN",24,26,272,-0.88,40.16,-10.86,3.23,-51.04,2.4,-18.5
"Jared Terrell","IWA",24,32,1020,-0.38,45.16,-5.86,5.69,-48.58,2.7,-4.1
"Jarnell Stokes","MHU",25,8,213,1.42,62.32,11.3,6.45,-47.82,3.5,13.2
"Jaron Blossomgame","CTN",25,35,1165,0.68,49.78,-1.25,4.76,-49.51,2.8,-1.5
"Jarquez Smith","LAK",24,3,18,-2.12,33.12,-17.9,33.44,-20.83,2.6,-15.4
"Jarred Vanderbilt","DEL",20,4,65,-1.84,61.64,10.62,3.16,-51.11,3.5,-6.3
"Jarrett Jack","SXF",35,1,29,-2.08,55.97,4.95,9.87,-44.4,1.4,-7.1
"Jarvis Threatt","SXF",26,8,182,-3.38,48.6,-2.42,3.76,-50.51,1.2,-6.9
"Jarvis Varnado","MHU",31,6,45,-2.81,50,-1.02,1.53,-52.74,2.1,-35.1
"Jawun Evans","OKL",22,32,928,-0.03,46.63,-4.39,4.35,-49.92,3.2,-8.9
"Jay Wright","LAK",24,30,266,-1.12,46.25,-4.77,3.2,-51.07,2.3,-2.5
"Jay-R Strowbridge","MHU",31,6,89,-3.62,25,-26.02,2.98,-51.29,0.5,-20
"Jaylen Adams","ERI",23,20,635,1.75,48.91,-2.11,5.33,-48.94,2.6,3.3
"Jaylen Barford","GBO",23,47,1179,-0.19,49.48,-1.54,7.36,-46.91,2.3,-0.3
"Jaylen Johnson","IWA",22,21,345,3.94,55.59,4.56,4.56,-49.71,3.3,-3.4
"Jaylen Morris","ERI",23,33,1162,1.78,56.29,5.27,5.77,-48.51,2.4,-3.3
"Je'Lon Hornbeak","FWN",25,22,298,0.01,59.05,8.03,8.96,-45.31,2.9,3.7
"Jeff Ledbetter","AUS",31,19,464,2.53,54.48,3.46,5.87,-48.41,2.2,0.4
"Jeff Roberson","MNE",22,36,746,-3.16,47.57,-3.45,6.64,-47.63,1.4,2.9
"Jeffrey Carroll","SBL",24,24,489,0.1,53.76,2.74,6.12,-48.15,2.2,-3.6
"Jeffrey Coby","AUS",25,3,40,-1.9,35.38,-15.64,34.91,-19.37,3.2,-1.1
"Jemerrio Jones","SBL",24,47,1159,4.03,56.25,5.23,7.53,-46.75,4.5,0.2
"Jeremiah Hill","LAK",23,44,768,2.82,54.04,3.02,10.18,-44.1,2.8,0.1
"Jeremy Hollowell","ERI",25,49,1139,0.83,51.42,0.4,5.82,-48.45,2.9,4.1
"Jerome Robinson","ACC",22,24,765,0.48,52.6,1.58,6.31,-47.96,2.1,6.5
"Jevon Carter","MHU",23,22,760,3.82,49.77,-1.26,6.12,-48.15,4.7,5.6
"Joe Chealey","GBO",23,43,1345,0.45,48.12,-2.9,3.36,-50.91,1.6,3
"Joe Kilgore","WCB",23,28,489,-4.33,42.41,-8.62,5.31,-48.96,2,-1.9
"Joel Berry II","SBL",24,21,470,-3.56,45.11,-5.91,7.53,-46.74,1.9,-11.4
"John Bohannon","MNE",27,43,896,5.54,60.98,9.95,4.74,-49.54,4.5,-3.1
"John Dawson","GBO",24,29,364,-3.05,47.84,-3.18,16.82,-37.46,2.5,-8.1
"John Gillon","GBO",25,46,1353,0.89,50,-1.02,2.95,-51.32,1.8,-2.3
"John Holland","AUS",30,40,1160,2.01,53.01,1.98,3.88,-50.39,2.6,-3.1
"John Jenkins","CAP",28,21,766,2.64,55.86,4.84,5.81,-48.46,1.6,-3.6
"John Petrucelli","LAK",26,47,1328,3.41,55.1,4.08,4.35,-49.93,4.2,5.6
"Johnathan Motley","ACC",24,27,924,2.78,57.83,6.8,3.64,-50.63,2,1.6
"Johnathan Williams","SBL",24,36,982,0.44,55.91,4.89,4.5,-49.77,2.8,-6.1
"Johnny Hamilton","GRD",25,49,1190,2.45,56.58,5.56,3.76,-50.52,5.4,-3.3
"Jon Horford","GRD",27,21,368,-1.89,52.44,1.42,5.9,-48.37,1.8,6.9
"Jon Octeus","WCB",27,31,643,-2.92,44.39,-6.63,3.56,-50.71,1.9,-1.1
"Jonah Bolden","DEL",23,8,249,1.28,48.95,-2.07,3.89,-50.38,2.5,-4.6
"Jonathan Stark","IWA",24,39,1245,0.52,49.68,-1.34,5.71,-48.56,1.7,-3.1
"Jordan Adams","RGV",24,2,7,-1.74,50.3,-0.72,50,-4.27,11.1,50
"Jordan Barnett","FWN",23,35,647,0.93,60.5,9.48,9.75,-44.52,3.5,-10.8
"Jordan Green","AUS",26,39,849,-5.42,50.98,-0.04,4.54,-49.74,1.6,-8.4
"Jordan Howard","RAP",23,26,535,1.15,55.03,4.01,6.5,-47.77,1.4,1.2
"Jordan Johnson","RGV",24,29,599,-2.45,42.64,-8.39,4.66,-49.61,1.7,1.1
"Jordan Loyd","RAP",25,41,1456,6.66,54.88,3.86,3.96,-50.31,2.8,7.9
"Jordan McLaughlin","LIN",23,39,1134,2.52,50.27,-0.75,5.34,-48.93,2.7,8.2
"Jordan McRae","CAP",28,31,1116,3.94,52.45,1.43,3.89,-50.38,2.9,4.3
"Jordan Sibert","ERI",26,42,1343,2.79,55.22,4.2,8.41,-45.86,2.4,7.6
"Josh Adams","RAP",25,20,598,-0.91,47.45,-3.57,5.22,-49.05,2.7,4.9
"Josh Huestis","AUS",27,27,765,-4.64,42.81,-8.21,12.39,-41.89,2.7,-13.9
"Josh Newkirk","LIN",25,35,375,-3.13,47.67,-3.35,5.55,-48.72,1.3,4.2
"Jovan Mooring","FWN",24,15,295,-2.06,41.12,-9.91,3.7,-50.57,0.8,-1.2
"Juan Toscano-Anderson","SCW",26,43,1048,0.85,46.37,-4.65,3.91,-50.36,4.1,0.9
"Julian Washburn","MHU",27,38,1235,-0.45,56.38,5.36,11.78,-42.49,1.6,1.9
"Julien Lewis","STO",27,5,53,-2.65,25.96,-25.06,25,-29.27,0,11.2
"Justin Bibbs","ACC",23,49,1450,-1.29,50.63,-0.39,6.51,-47.77,1.3,-4.5
"Justin Dentmon","TEX",33,7,198,0.28,53.14,2.12,4.05,-50.22,1.6,-2.1
"Justin Harper","SBL",29,35,789,-0.46,49.01,-2.01,7.91,-46.36,1.3,0.9
"Justin Jackson","LAK",22,10,181,-3.38,39.45,-11.57,6.25,-48.02,2.3,2.8
"Justin Leon","OKL",23,46,880,-2.01,48.96,-2.06,5.67,-48.6,1.1,-3.2
"Justin Patton","DEL",22,11,204,2.69,50.56,-0.46,4.26,-50.01,7.6,-8
"Justin Reyes","SLC",24,33,609,1.63,58.99,7.97,5.78,-48.49,4.5,3.6
"Justin Tillman","MHU",23,8,145,-2.33,50,-1.02,6.39,-47.88,1.5,0
"Justin Tubbs","TEX",31,8,104,-1.5,53.29,2.27,4.6,-49.67,1.3,-0.4
"KJ McDaniels","OKL",26,44,1177,1.82,51.9,0.88,4.67,-49.6,4.7,5.9
"Kadeem Allen","WES",26,39,1239,2.25,48.68,-2.34,4.31,-49.96,2.8,3.3
"Kadeem Jack","SBL",26,9,167,-2.79,43.54,-7.48,5.17,-49.11,2.4,-0.8
"Kaiser Gates","WCB",22,50,1299,5.44,55.81,4.79,4.76,-49.51,2.4,1.6
"Kalin Lucas","GRD",30,38,1106,3.1,51.81,0.79,5.29,-48.98,1.7,4.3
"Kamari Murphy","LIN",25,46,1009,-0.08,49.63,-1.39,3.42,-50.85,2.2,0.1
"Kameron Chatman","ERI",23,15,298,-0.09,46.01,-5.01,9.46,-44.81,2.8,-1.3
"Kanellos Garbis","WIS",26,13,64,-2.46,57.27,6.25,9.5,-44.77,2.1,-10.3
"Karrington Ward","WCB",26,2,19,-1.74,62.14,11.11,6.17,-48.1,5.2,17.9
"Kay Felder","RAP",24,11,353,2.93,45.11,-5.91,4.05,-50.22,2.8,7.6
"Keenan Evans","DEL",22,45,1241,0.13,50.34,-0.68,3.97,-50.3,1.7,-3.8
"Keita Bates-Diop","IWA",23,16,585,1.56,49.27,-1.75,6.27,-48,3.5,-1.2
