"player_name","team_abbreviation","age","gp","min","dre","efg","rel_efg","ts","rel_ts","stk","plus_minus"
"Keith Hornsby","TEX",27,46,1273,1.52,59.33,8.31,6.58,-47.69,1.8,-6.4
"Kellen Dunham","CAP",26,50,1071,-0.05,61.84,10.82,6.48,-47.79,1.6,1.1
"Kendall Gray","LIN",27,5,33,-1.19,69.66,18.63,1.99,-52.28,4.3,-30.4
"Kendrick Nunn","SCW",23,49,1423,1.78,52.72,1.7,7.17,-47.11,2.8,4.7
"Kenneth Smith","GRD",26,45,1295,1.7,46.8,-4.22,4.15,-50.13,2.7,3.4
"Kenrich Williams","TEX",24,7,210,7.35,54.47,3.45,5.01,-49.26,4.8,25.1
"Kentrell Barkley","RGV",22,7,55,-2.76,30.56,-20.47,4.85,-49.42,0.8,-48.3
"Kethan Savage","WES",25,4,41,-1.88,50.4,-0.62,1.93,-52.34,2,3.1
"Kevin Hervey","OKL",22,32,717,7.05,54.26,3.23,7.22,-47.05,5.4,5.2
"Kevin Olekaibe","LIN",26,6,92,-2.31,35.66,-15.36,4.22,-50.05,1.4,-6.9
"Kevin Young","SCW",29,41,645,1.03,53.19,2.17,3.32,-50.95,4.4,0
"Khadeem Lattin","NAS",24,39,556,1.51,51.49,0.46,4.4,-49.87,5.2,4
"Khyri Thomas","GRD",23,10,323,3.31,59.61,8.58,6.93,-47.35,2.4,5.1
"Kobi Simmons","CTN",21,35,1134,-1.42,46.61,-4.41,5.36,-48.91,2.1,-4.7
"Kostas Antetokounmpo","TEX",21,40,1017,0.43,53.6,2.58,2.59,-51.68,4.2,-8.3
"Kyle Benjamin","SLC",27,2,27,-2.46,0,-51.02,0.57,-53.7,0,-12.5
"Kyle Casey","MHU",28,40,967,0.36,54.58,3.56,3.77,-50.5,2.2,3
"Kyle Collinsworth","RAP",27,28,871,0.72,48.2,-2.82,5.41,-48.86,3.7,5.3
"Kyle Randall","DEL",27,25,408,-5.28,41.46,-9.56,3.68,-50.59,1.7,0.4
"Kyle Washington","SXF",25,16,161,-2.27,53.45,2.43,6.6,-47.67,2.2,-2.8
"L.G. Gill","IWA",24,35,501,-3.12,55.6,4.58,4.56,-49.71,1.7,-7.4
"LaQuinton Ross","MHU",27,21,312,-1.77,45.83,-5.19,3.87,-50.4,3.1,-3.5
"Lavoy Allen","CAP",30,17,382,2.24,61.35,10.33,6.74,-47.53,4.7,4.4
"Lenjo Kilo","DEL",25,2,4,-2.02,50,-1.02,50,-4.27,0,22.2
"Levi Randolph","CTN",26,50,1587,1.1,56.18,5.16,6.24,-48.03,2,-4.1
"Liam McMorrow","OKL",31,2,10,-2.08,NA,NA,0.57,-53.7,3.7,-18.5
"Lonnie Walker IV","AUS",20,29,791,-0.85,47.88,-3.14,6.45,-47.82,2.7,-5.2
"Luke Kennard","GRD",23,1,24,-0.5,73.08,22.06,2.98,-51.29,0,6
"Luke Kornet","WES",23,11,358,6.42,62.23,11.21,5.87,-48.4,4.2,12.1
"Luke Petrasek","GBO",23,41,813,-1.37,58.93,7.91,10.94,-43.33,2.2,-0.3
"Malachi Richardson","CTN",23,12,422,0.17,51.41,0.39,4.59,-49.68,1.3,3.5
"Malcolm Miller","RAP",26,13,358,0.45,54.11,3.09,5.29,-48.98,3.2,3.3
"Malik Newman","CTN",22,42,913,-0.45,52.71,1.69,7.59,-46.68,1.2,-5.2
"Malik Pope","GBO",22,20,326,-2.4,45.29,-5.73,4.53,-49.74,1.8,-3.6
"Manu Lecomte","ACC",23,49,1474,0.95,56.06,5.04,5.42,-48.85,1.1,0.6
"Marc Loving","ACC",24,33,554,-1.64,47.37,-3.65,8.42,-45.85,2.9,-1.5
"Marcus Allen","SBL",24,43,899,-2.55,50.32,-0.7,3.78,-50.49,2.2,-9.7
"Marcus Derrickson","SCW",23,35,952,0.59,55.44,4.42,7.01,-47.26,2.1,8.7
"Marcus Georges-Hunt","MNE",25,9,320,-1.36,50.34,-0.68,5.33,-48.94,2.6,-3.4
"Marcus Keene","MHU",24,25,415,-1.96,47.37,-3.65,5.82,-48.46,2.4,-3.7
"Marcus Lee","SXF",24,19,398,2.55,73.27,22.25,4.19,-50.08,3.6,-7.1
"Marcus Posley","SXF",25,2,22,-2.13,25,-26.02,25,-29.27,6.1,10.2
"Marcus Thornton","GRD",32,35,1015,4.23,54.53,3.51,6.67,-47.6,2.7,8.3
"Marcus Williams","STO",33,31,806,-2.16,40.25,-10.77,8.23,-46.04,1.6,4.3
"Mareik Isom","SLC",24,20,252,-5.2,34.16,-16.86,5.19,-49.08,2.2,-16.6
"Markel Crawford","MHU",24,47,1142,-0.71,46.3,-4.72,6.26,-48.01,3,1.3
"Marquise Moore","IWA",24,43,1043,-0.83,46.67,-4.35,3.77,-50.5,2.2,1.1
"Matt Farrell","DEL",24,45,1216,-0.23,50.91,-0.11,9.51,-44.76,1.5,0.9
"Matt Jones","STO",24,49,1688,-0.13,50,-1.02,5.22,-49.05,1.8,0.9
"Matthew Fisher-Davis","WES",23,11,84,-2.82,33.2,-17.82,3.9,-50.37,1.6,3.1
"Maverick Rowan","MNE",22,15,204,-6.57,47.22,-3.8,7.64,-46.63,1.4,-18.2
"Melvin Frazier Jr.","LAK",22,18,540,-0.59,48.8,-2.22,4.24,-50.03,3,3.1
"MiKyle McIntosh","RAP",24,25,582,-0.6,53.25,2.23,4.56,-49.71,2.4,0.8
"Michael Bethea Jr.","GRD",24,46,1045,-0.29,51.08,0.05,5.63,-48.64,2.2,-1.6
"Michael Bryson","DEL",24,4,49,-1.97,60.45,9.43,3.57,-50.71,2.7,10.7
"Michael Frazier II","RGV",25,45,1499,2.32,55.4,4.38,5.25,-49.02,2.2,6.5
"Michael Gbinije","SCW",27,46,1205,-0.79,50.84,-0.18,8.34,-45.93,2.4,3.4
"Michael Orris","CAP",24,4,51,-2.63,38.05,-12.97,6.58,-47.69,2.8,-8.4
"Michael Qualls","WIS",25,50,1416,1.85,46.15,-4.87,3.23,-51.04,2.9,-3.7
"Mike Davis","CAP",30,22,230,-1.74,50.81,-0.21,5.68,-48.59,2.8,-7.3
"Mitchell Creek","LIN",27,41,1253,0.43,57.19,6.17,3.86,-50.41,1.6,10.5
"Moritz Wagner","SBL",22,6,167,-0.76,56.13,5.11,5.66,-48.61,1.6,3.7
"Muhammad-Ali Abdur-Rahkman","CTN",24,49,991,-1.3,53.17,2.15,5.56,-48.71,1.6,0.4
"Mychal Mulder","WCB",25,47,1546,1.11,59.27,8.25,8.76,-45.51,1.5,-2.6
"Myck Kabongo","RAP",27,33,437,-5.08,35.47,-15.56,2.77,-51.5,2.2,-7.3
"Nate Hickman","WES",24,7,54,-2.3,27.23,-23.79,4.01,-50.26,3.4,-24.1
"Nate Mason","TEX",23,13,263,2.01,47.51,-3.51,9.04,-45.23,2.4,-2.8
"Naz Mitrou-Long","SLC",25,32,1039,1.04,52.12,1.1,4.88,-49.39,2,4.6
"Nick Johnson","WIS",26,37,1315,-1.84,43.22,-7.8,4.31,-49.96,2.5,-5.4
"Nick King","MNE",23,33,591,0.68,50.77,-0.25,5.79,-48.49,2.1,-2.4
"Nigel Johnson","CTN",24,4,36,-2.19,41.28,-9.74,7.53,-46.75,2.6,-6.4
"Nino Johnson","MHU",26,32,554,4.74,61.02,10,4.55,-49.72,5.9,-4.4
"Noah Allen","CAP",24,42,1101,-0.38,47.65,-3.37,5.49,-48.79,2.2,-4.1
"Norvel Pelle","DEL",26,36,821,4.48,70.15,19.13,5.09,-49.18,6.6,2.7
"Nuni Omot","LIN",24,44,561,-5.19,42.94,-8.08,4.34,-49.93,1.2,-5.7
"Okaro White","LIN",26,21,604,-0.17,48.34,-2.68,4.49,-49.78,2.1,0.8
"Oleksandr Kobets","CAP",23,3,8,-2.14,49.63,-1.39,50,-4.27,0,-59.1
"Omari Johnson","FWN",30,50,1379,1.73,52.72,1.7,8.95,-45.32,2.4,-2.5
"Omari Spellman","ERI",21,3,98,-0.27,48.88,-2.14,2.81,-51.46,3.1,-18.4
"PJ Dozier","MNE",22,46,1622,1.5,50,-1.02,4.83,-49.44,2.5,-0.4
"Parker Jackson-Cartwright","WES",23,2,7,-2.41,NA,NA,NA,NA,0,-52.9
"Paul Watson","WES",24,50,1541,-2.31,50.93,-0.1,5.37,-48.9,2.2,3.2
"Pe'Shon Howard","CAP",28,49,1277,-1.23,48.83,-2.19,5.42,-48.85,1.8,-6.3
"Peter Jok","NAS",25,43,1309,1.43,54.8,3.78,6.78,-47.49,2.2,-3.2
"Phillip Carr","CTN",23,23,192,-4.26,39.04,-11.98,3.07,-51.2,0.9,-23.3
"Prince Williams","IWA",26,5,80,-3.16,7.5,-43.52,0.99,-53.28,3.1,-3.1
"Quenton DeCosey","SLC",25,16,211,-6.64,42.69,-8.33,5.28,-48.99,2.1,1.4
"Quincy Acy","TEX",28,3,100,-0.02,52.54,1.52,5.16,-49.11,4.8,17.1
"Quinton Chievous","CAP",26,22,323,-2.07,58.88,7.86,3.72,-50.55,1.5,-10.8
"RJ Hunter","MNE",25,44,1447,3.16,49.76,-1.27,4.84,-49.43,3.7,0.4
"Randy Haynes","GRD",24,5,34,-2.79,25,-26.02,3.97,-50.3,0,-30.7
"Raphiael Putney","SXF",29,40,1209,4.71,52.99,1.97,4.46,-49.81,5,3.4
"Rashad Vaughn","DEL",22,51,1396,-0.09,49.78,-1.24,6.82,-47.45,1.8,-1.4
"Rawle Alkins","WCB",21,44,1150,-0.98,49.47,-1.55,6.63,-47.64,3,-1.5
"Ray McCallum","ACC",28,12,282,1.63,51.32,0.3,4.33,-49.94,2.3,5.2
"Ray Spalding","TEX",22,29,874,3.55,52.59,1.57,3.51,-50.76,6.3,-2.8
"Reggie Hearn","STO",27,40,1131,-1.08,57.72,6.7,5.99,-48.28,0.9,0.3
"Reggis Onwukamuche","LAK",27,27,388,-5.65,63.54,12.52,2.91,-51.36,2.3,0.4
"Retin Obasohan","NAS",25,33,872,0.5,46.04,-4.98,2.49,-51.79,3.4,-3
"Richard Solomon","OKL",27,35,923,3.55,60.25,9.23,3.65,-50.62,4.1,5.7
"Rob Gray","FWN",25,46,1277,0.42,49.78,-1.24,4.63,-49.64,1.9,-2.5
"Robert Heyer","SBL",27,37,756,-0.9,52.36,1.34,9.07,-45.2,2,-2.2
"Robert Johnson","WIS",24,47,961,-1.85,48.36,-2.67,7.48,-46.79,1.6,-6.7
"Robert Williams III","MNE",21,5,126,1.75,73.17,22.15,5.73,-48.54,5.8,5.8
"Rodions Kurucs","LIN",21,4,84,-1.17,41.9,-9.12,4.87,-49.4,5.5,6.5
"Rodney Pryor","RAP",26,41,795,0.92,53.74,2.72,11.84,-42.43,2.6,9.2
"Rodney Purvis","SXF",25,49,1619,-2.6,46.28,-4.74,5.98,-48.3,1.6,-3.6
"Roger Moute a Bidias","RGV",24,42,636,-2.27,43.17,-7.86,2.89,-51.39,2.7,4.3
"Roscoe Smith","GBO",28,23,400,-3.19,48.63,-2.39,6.62,-47.65,1.9,-14.7
"Ryan Anderson","DEL",26,37,677,1.83,50,-1.02,3.49,-50.78,2.1,1.5
"Ryan Boatright","TEX",26,11,220,-0.76,52.4,1.38,11.07,-43.2,2.1,-9.8
"Sam Thompson","GBO",26,49,1014,-1.65,48,-3.02,8.33,-45.94,2.4,-1.1
"Sanjay Lumpkin","ERI",25,41,861,-2.4,55.15,4.13,5.26,-49.01,1.4,-0.3
"Scoochie Smith","CTN",24,50,1674,1.98,45.94,-5.08,5.25,-49.02,2.8,-0.8
"Scott Machado","SBL",29,45,1391,-0.14,47.96,-3.06,4.22,-50.05,1.9,-1.1
"Scottie Lindsey","GRD",23,15,351,-0.8,52.07,1.05,9.83,-44.44,2,-4.4
"Scotty Hopson","OKL",29,35,977,1.39,57.73,6.71,5.98,-48.29,2.2,8.1
"Sekou Wiggs","WES",24,49,966,-1.44,45.48,-5.54,3.38,-50.89,1.9,0.6
"Shake Milton","DEL",22,27,937,3.58,54,2.98,4.91,-49.36,2.3,1.2
"Shannon Scott","LIN",26,46,1396,-1.56,46.88,-4.15,9.29,-44.99,2,-0.2
"ShawnDre Jones","NAS",24,18,283,-1.79,44.32,-6.7,5.09,-49.18,1.5,-2.9
"Sheldon Jeter","MNE",24,41,777,2.63,61.89,10.87,8.87,-45.41,3,-1.7
"Shep Garner","GRD",24,42,683,-2.1,47.35,-3.67,12.25,-42.02,2.4,-2.7
"Shevon Thompson","WIS",26,30,620,3.22,65.19,14.17,5.04,-49.23,2.5,-5
"Shonn Miller","SLC",25,33,741,1.55,54.44,3.42,6.02,-48.25,3.3,6.2
"Sindarius Thornwell","ACC",24,6,184,-2.59,45.38,-5.65,2.66,-51.61,2.3,3.4
"Sir'Dominic Pointer","CTN",27,41,960,6.9,59.37,8.35,6.47,-47.81,6.3,-1.9
"Spencer Hawes","SBL",31,9,223,8.02,53.09,2.07,4.57,-49.7,5,0.4
"Stanford Robinson","RGV",23,11,82,-2.89,18.93,-32.09,1.48,-52.79,5.3,-9.5
"Stephan Hicks","FWN",27,48,1564,-1.04,50.29,-0.73,4.09,-50.18,1.1,-2.5
"Stephaun Branch","SLC",23,50,1256,0.99,48.26,-2.76,6.62,-47.65,5.1,3.8
"Stephen Ugochukwu","TEX",23,1,3,-2.11,NA,NA,NA,NA,12.5,-62.5
"Stephen Zimmerman","WES",22,44,884,1.02,56.99,5.97,4.41,-49.86,3.4,1.1
"Sterling Brown","WIS",24,3,109,-1.17,54.69,3.67,21.06,-33.21,2.1,7.9
"Svi Mykhailiuk","GRD",22,8,247,-1.73,53.77,2.75,5.58,-48.69,1.6,4.3
"Tahjere McCall","LIN",24,33,860,1.25,53.65,2.63,3.74,-50.53,3.2,4.1
"Tanner McGrew","SLC",25,46,861,2.19,55.78,4.76,5.28,-48.99,2.7,6
"Taren Sullivan","STO",23,47,898,0.88,54.89,3.87,8.2,-46.07,2.3,2.1
"Tarik Phillip","MHU",25,47,1396,3.39,53.22,2.2,5.04,-49.23,3.5,5.3
"Terrence Drisdom","DEL",26,14,159,-1.2,46.46,-4.56,14.19,-40.08,3.6,2.1
"Terrence Jones","RGV",27,26,789,7.54,57.91,6.88,3.3,-50.97,3.1,5
"Terry Maston","ACC",23,3,4,-1.99,0,-51.02,0,-54.27,18.2,-72.7
"Theo Johnson","STO",25,2,8,-2.04,NA,NA,NA,NA,0,15
"Theo Pinson","LIN",23,34,1210,1.38,54.27,3.25,5.9,-48.37,2,7.6
"Thomas Bryant","CAP",21,1,33,-0.92,62.34,11.32,3.28,-50.99,5.2,27.6
"Thomas Robinson","MNE",28,4,106,-0.04,59.38,8.35,4.27,-50,3.6,-8.1
"Thomas Welsh","IWA",23,20,460,0.31,56.56,5.54,6.09,-48.18,1.4,-2.7
"Thomas Wilder","WCB",24,44,817,-0.85,42.28,-8.74,2.82,-51.45,2.5,2.5
"Thomas Wimbush","LIN",25,31,623,-2.43,48.08,-2.94,3.62,-50.66,1.5,0.8
"Tim Bond","RGV",23,47,810,-2.64,39.35,-11.67,4.51,-49.76,3.9,3.9
"Tiwian Kendley","WCB",24,22,465,-5.2,42.47,-8.56,4.84,-49.43,3,-4
"Todd Withers","GRD",23,48,1231,0.62,50.91,-0.11,6.87,-47.4,3.2,2.7
"Tommy Williams","ERI",26,11,98,-2.34,46.55,-4.47,8.43,-45.84,2.6,-12.5
"Tony Bradley","SLC",21,20,509,-0.01,59.95,8.93,6.6,-47.67,2.3,0.1
"Tra-Deon Hollins","FWN",23,30,809,3.59,41.1,-9.92,3.64,-50.63,5.6,0.1
"Trae Bell-Haynes","WIS",23,8,151,-2.28,57.94,6.92,6.74,-47.53,0.9,-0.3
"Trahson Burrell","TEX",26,27,511,2.11,59.7,8.68,8.38,-45.89,2.7,1.8
"Travin Thibodeaux","FWN",23,33,639,0.97,51.6,0.58,5.25,-49.02,3.6,3.5
"Travis Bader","AUS",27,17,417,-1.77,49.7,-1.32,13.65,-40.62,1.7,-6.5
"Travis Trice II","AUS",26,36,1217,1.8,50.25,-0.77,5.92,-48.35,1.9,0.2
"Travis Wear","SBL",28,39,1206,1.56,51.24,0.22,7.21,-47.06,2.1,-1.5
"Trayvon Palmer","NAS",24,35,726,-3.41,46.53,-4.49,6.93,-47.34,2.6,-6.4
"Tre'Darius McCallum","WCB",24,14,200,-0.47,53.37,2.35,6.94,-47.33,3,1.8
"Tre'Shaun Fletcher","SLC",24,9,70,-2.59,54.72,3.7,55.12,0.85,1.4,-19.3
"Treveon Graham","LIN",25,1,26,-1.21,63.61,12.59,4.52,-49.75,6.6,42.6
"Trevon Bluiett","SLC",24,24,597,1.61,50.26,-0.76,6.31,-47.96,2.3,4.2
"Trevon Duval","RGV",20,39,1102,-3.76,45.43,-5.59,4.62,-49.65,2,-11.4
"Trey Davis","MNE",26,9,147,-2.62,38.22,-12.8,4.26,-50.01,1,2.6
"Trey Lewis","SLC",26,14,321,-1.36,47.92,-3.1,4.12,-50.15,0.8,3.9
"Troy Brown Jr.","CAP",19,11,377,2.44,54.89,3.87,7.87,-46.4,2.3,9.4
"Troy Caupain","LAK",23,49,1651,2.87,55.25,4.23,5.41,-48.86,1.4,5.3
"Troy Williams","STO",24,34,990,2.7,49.59,-1.43,4,-50.27,3.6,-0.6
"Tyler Cavanaugh","SLC",25,41,1240,3.52,54.59,3.57,4.07,-50.2,1.7,1.7
"Tyler Davis","OKL",22,15,401,5.1,56.85,5.83,3.44,-50.83,3.8,12
"Tyler Dorsey","MHU",23,5,158,3.77,57.69,6.67,4.31,-49.96,3.9,16.3
"Tyler Harvey","MHU",25,38,1058,3.82,59.27,8.25,6.52,-47.76,2.4,4.6
"Tyler Lydon","CAP",23,8,268,-0.35,53.64,2.62,7.03,-47.24,2,-8
"Tyler Nelson","GBO",23,36,695,0.38,58.94,7.92,7.27,-47,1.1,-6
"Tyler Roberson","ACC",24,15,255,3.44,61.21,10.19,3.86,-50.41,3.5,-2.5
"Tyler Ulis","WCB",23,4,132,0.48,42.38,-8.64,2.72,-51.55,3.3,-0.4
"Tyrell Corbin","STO",26,17,168,-2.68,38.31,-12.71,3.84,-50.43,1.9,-11.4
"Tyrius Walker","WES",23,4,53,-1.89,65.49,14.47,65.49,11.22,1.7,3.5
"Uche Ofoegbu","RAP",25,12,109,-4.68,31.52,-19.51,3.45,-50.82,0.4,-7.7
"Uchenna Iroegbu","STO",22,3,32,-2.19,55.12,4.1,3.8,-50.47,1.4,7
"V.J. Beachem","WCB",24,43,916,-1.64,48.5,-2.52,8.48,-45.79,2,5
"Vander Blue","TEX",26,39,1080,-2.09,41.67,-9.35,3.57,-50.7,2.1,-9.1
"Vincent Edwards","RGV",23,31,948,-1.57,48.6,-2.42,9.62,-44.65,1.9,-0.7
"Vitto Brown","MNE",23,47,1201,-0.46,53.11,2.08,8.41,-45.86,1.7,-0.2
"Wade Baldwin IV","RAP",23,14,450,2.83,50.94,-0.08,5.19,-49.08,3.2,3.3
"Walt Lemon Jr.","WCB",26,43,1457,2.24,51.42,0.4,5.76,-48.51,2.7,1.6
"Wenyen Gabriel","STO",22,42,870,0.62,54.24,3.22,5.28,-48.99,3.5,5.1
"Wes VanBeck","SBL",23,2,14,-2.15,0,-51.02,0,-54.27,0,-15.2
"Will Cherry","SCW",28,46,1287,-1.15,40.94,-10.08,5.14,-49.14,3.1,3.5
"Will Davis","LIN",26,10,115,-1.8,58.68,7.66,26.56,-27.71,2.6,-0.7
"William Lee","IWA",24,32,541,-0.63,47.28,-3.74,8.09,-46.18,3.2,-3.4
"Willie Reed","SLC",29,21,631,7.61,67.16,16.14,4.63,-49.65,3.8,7.3
"Xavier Johnson","TEX",26,45,957,-0.12,52.71,1.69,3.22,-51.05,2.7,-4.7
"Xavier Munford","WIS",27,14,476,1.17,51.26,0.24,5.42,-48.85,2.8,-2.9
"Xavier Rathan-Mayes","TEX",25,25,833,-2.24,46.76,-4.26,5.06,-49.21,1.7,-10.4
"Xavier Silas","IWA",31,18,434,-1.38,50.26,-0.77,6.35,-47.92,2,-11.7
"Yante Maten","SXF",22,30,981,4.28,57.41,6.39,3.42,-50.85,2.6,2.9
"Yuta Watanabe","MHU",24,33,1119,1.07,49.05,-1.97,4.49,-49.78,2.8,2.4
"Zach Lofton","GRD",26,24,607,-2.67,45.29,-5.73,4.72,-49.55,2.4,-8.2
"Zach Smith","GBO",23,44,831,1.36,59.64,8.62,3.89,-50.38,4.1,-4.9
"Zak Irvin","WES",24,30,969,1.28,57.25,6.23,6.56,-47.71,1.7,2.8
"Zhaire Smith","DEL",20,11,249,-6.11,43.29,-7.73,8.26,-46.01,1.9,-3.7
"Zhou Qi","RGV",23,7,195,-0.85,61.54,10.52,4.01,-50.26,4.4,10.3
