"player_name","team_abbreviation","age","gp","min","dre","efg","rel_efg","ts","rel_ts","stk","plus_minus"
"C.J. Watson","RGV",24,16,615,6,0.543814432989691,0.109013792509094,0.0275617179573892,-0.948332785666597,2.5,2
"Carl Elliott","SIF",25,50,1551,-1,0.472636815920398,-0.0361404260242578,0.0553615960099751,-0.896219116264494,3.3,-1.3
"Carldell Johnson","AUS",25,49,893,-1,0.563218390804598,0.148584748225903,0.0548961424332344,-0.897091655840905,2.4,3.1
"Carlos Powell","DAK",24,48,1904,1,0.512886597938144,0.0459419180536006,0.0315242494226328,-0.940904621615499,2,5.9
"Cecil Brown","LAD",24,43,1122,0,0.525280898876405,0.0712179126855773,0.0440953822861469,-0.9173387678078,1.8,2
"Cedric Simmons","IOW",22,9,262,-1,0.526315789473684,0.0733283898566437,0.029557938791525,-0.944590668798064,6.2,-13.9
"Cheikh Samb","FWN",23,19,504,2,0.503030303030303,0.025841739881168,0.0540992749581707,-0.898585464125755,8.2,-11.8
"Cheyne Gadson","ABQ",27,41,1220,-1,0.513333333333333,0.0468529562401798,0.0462607861936721,-0.913279500240319,1.5,-0.4
"Chris Alexander","SIF",27,40,1288,-1,0.508196721311475,0.0363777403697757,0.0263947210557888,-0.950520438814149,3.7,5.7
"Chris Ellis","TUL",24,48,805,-3,0.475,-0.031321128154379,0.0261243386243386,-0.95102729789526,3.2,-8.9
"Chris Richard","SIF",23,6,170,-3,0.453416149068323,-0.0753375920924443,0.0284673949023502,-0.946635003079008,2.5,-3.1
"Chris Taft","RGV",23,8,100,-2,0.519685039370079,0.0598061424253788,0.0341628005061156,-0.935958392045532,2,-19.8
"Chuck Davis","COL",24,3,21,-2,0.277056277056277,-0.434992501270269,0.277056277056277,-0.480630123593458,2.6,-15.4
"Coby Karl","LAD",25,17,639,1,0.550314465408805,0.122269464236899,0.041016333938294,-0.923110753834846,1.9,7.5
"Corey Minnifield","FWN",26,43,1422,-4,0.46875,-0.0440669027839267,0.0336483390607102,-0.936922801804282,2.2,-5.6
"Cory Underwood","ABQ",28,36,563,-3,0.421787709497207,-0.139838226117678,0.0365949119373777,-0.931399154381319,3.4,-6.4
"Cory Violette","IDA",26,50,1446,0,0.508426966292135,0.0368472844710667,0.0346607669616519,-0.935024903805473,2.9,3.2
"Courtney Sims","IOW",24,16,350,2,0.64622641509434,0.317864999432473,0.0405081495685523,-0.924063396583492,2.6,-0.5
"Craig Winder","RGV",24,42,764,-2,0.462686567164179,-0.0564322065290102,0.0533665835411471,-0.899958967930638,2.5,-3.7
"Curtis Stinson","IOW",25,22,612,-4,0.420245398773006,-0.142983497301582,0.0463215258855586,-0.91316563757457,1.6,-1.7
"DJ Strawberry","ABQ",23,5,207,3,0.589219330855019,0.20160908775215,0.0379375591296121,-0.928882227085185,3.3,-4.8
"Daequan Cook","IOW",21,3,119,-2,0.448888888888889,-0.0845701421622669,0.0576826196473552,-0.891868123850639,2,8.7
"Dahntay Jones","FWN",27,10,371,1,0.535211267605634,0.0914691513753475,0.0286256095358497,-0.946338413824581,2.4,-3.5
"Damien Lolar","COL",24,40,584,-3,0.461077844311377,-0.0597129135567246,0.0302339714372531,-0.943323377562547,2.2,5.2
"Damone Brown","SIF",29,7,299,1,0.503048780487805,0.0258794214026153,0.0364799446749654,-0.931614672085896,4,4.6
"Daniel Horton","ABQ",24,26,833,3,0.565714285714286,0.15367468646877,0.048065416832868,-0.909896538475305,2.5,-3.9
"Darius Washington","AUS",22,6,226,-1,0.515217391304348,0.0506951607661885,0.0329693406131877,-0.938195652733765,2.3,14
"Darren Cooper","LAD",24,15,301,-2,0.52755905511811,0.075863811250006,0.0372317126587823,-0.930205407336547,1.4,2.1
"Darryl Watkins","IOW",23,40,802,-1,0.518796992481203,0.057995127144406,0.0368624089155594,-0.930897704372774,4.1,1.1
"Darvin Ham","AUS",34,47,1466,-3,0.523809523809524,0.0682173022858979,0.0321742605915268,-0.939686110257307,2.5,-2.2
"Daryl Dorsey","ABQ",26,18,396,-7,0.433566433566433,-0.11581759213208,0.0378378378378378,-0.92906916468333,1.1,-7.4
"David Bailey","SIF",27,47,1606,2,0.5,0.0196619703638115,0.0388038447846209,-0.927258287435251,2.5,2.1
"David Bell","DAK",27,9,301,-1,0.496815286624204,0.0131673081321949,0.0458671763019589,-0.914017361598248,1.5,3.9
"David Noel","TUL",24,17,680,3,0.61139896373057,0.246840544071811,0.0610615312353217,-0.885534013999468,2.8,5.9
"David Palmer","DAK",26,37,849,-3,0.486394557823129,-0.00808393359166624,0.0681629260182876,-0.872221734740068,1.4,1.5
"Deji Akindele","IOW",25,11,252,-2,0.596330275229358,0.216110606855922,0.0269331016507385,-0.949511190202171,4.2,1.1
"Demetris Nichols","IOW",23,14,526,-3,0.465065502183406,-0.0515807873908652,0.0518731988472622,-0.902758467844993,2.8,-0.9
"DerMarr Johnson","AUS",28,43,1566,0,0.53954802259887,0.100313199658124,0.0497213887698243,-0.906792252409788,2.7,0.1
"Derrick Dial","TUL",32,9,218,-3,0.451977401129944,-0.078271665207854,0.0708692247454973,-0.867148505393293,2.3,-14.7
"Derrick Stevens","COL",28,2,27,-2,0.304054054054054,-0.379935288292277,0.297297297297297,-0.442686293940446,1.5,-16.2
"Desmon Farmer","RGV",26,33,1264,3,0.553240740740741,0.128237087578477,0.0359234234234234,-0.932657927184471,1.7,-2
"Devin Green","LAD",25,24,838,0,0.524324324324324,0.0692671473004293,0.0479621243310004,-0.910090170666204,2.5,6.7
"Donell Williams","BAK",27,13,75,-2,0.483870967741935,-0.0132303512608276,0.0259797446059005,-0.951298353935871,1.9,17.4
"Dontell Jefferson","DAK",24,33,1288,1,0.470967741935484,-0.0395442085605388,0.0279032686686155,-0.947692514482126,2.9,2.6
"Doug Thomas","IOW",24,50,1347,-2,0.503267973856209,0.0263264276864508,0.0427193385392742,-0.919918300306889,2.8,-3
"Dwayne Mitchell","IOW",25,31,1150,-2,0.48421052631579,-0.0125378813318876,0.0233793836344315,-0.956172992297123,2.5,-5.3
"Dwight Brewington","ABQ",24,28,457,-2,0.513736263736264,0.0476746618573227,0.0389546351084813,-0.926975615796482,1.7,2.6
"Dwight Jones","TUL",24,9,67,-2,0.5,0.0196619703638115,0.0979064039408867,-0.816464591762855,3,-9.1
"Dwuan Rice","IDA",24,1,1,-2,0,-1,0,-1,0,-66.7
"Earl Calloway","FWN",24,50,1784,4,0.533898305084746,0.0887915954732228,0.0385323917715689,-0.927767153429326,3,-1.7
"Eddie Gill","COL",29,37,1421,5,0.474683544303797,-0.0319664838318245,0.0261744966442953,-0.950933271638564,3.4,8.4
"Ejike Ugboaja","ANA",23,44,650,-3,0.483443708609272,-0.0141016710389636,0.0484920165582496,-0.909096834353815,2.4,2
"Elijah Ingram","ABQ",24,13,281,-5,0.496062992125984,0.0116331359514981,0.0398757120662869,-0.92524896433484,1.6,-7.8
"Elton Nesbitt","SIF",28,49,1597,0,0.477832512315271,-0.0255447179774411,0.0508586525759577,-0.904660336942256,2.8,5.1
"Eric Chenowith","IDA",29,9,59,-2,0.453551912568306,-0.0750607263366518,0.0351005484460695,-0.934200489149957,5.8,11.7
"Eric Dawson","AUS",23,2,30,-2,0.658823529411765,0.343554596244081,0.0429005315110099,-0.919578635844723,5.6,9.9
"Eric Osmundson","COL",25,50,1234,-3,0.52112676056338,0.0627462789707331,0.0473627556512379,-0.91121374758147,1.2,0.6
"Eric Smith","FWN",25,47,857,-4,0.517730496453901,0.0558201962632374,0.0385285154549412,-0.927774419974987,2.3,4.9
"Ernest Scott","IDA",25,40,890,-2,0.516447368421053,0.0532034825468317,0.0656716417910448,-0.876891897765949,2.2,-0.3
"Errick Craven","LAD",24,39,776,0,0.515151515151515,0.0505608179505937,0.0499254843517139,-0.906409654699795,4.4,-0.8
"Evan Burns","SIF",24,2,40,-3,0.238866396761134,-0.512874038449677,0.0290186422792824,-0.945601634389192,4.8,-41.2
"Fabricio Vay","IOW",22,42,478,-3,0.540983606557377,0.103240820393632,0.0665784832451499,-0.875191932188764,2.1,-0.4
"Freddy Robinson","TUL",24,6,15,-2,0.375545851528384,-0.234140354137225,0.032020931971094,-0.939973540188475,2.9,5.7
"Gabe Muoneke","RGV",30,12,484,1,0.52054794520548,0.0615658869541053,0.0287274028995883,-0.94614759191899,1.6,6
"Gabe Pruitt","UTA",22,18,638,0,0.502212389380531,0.02417374899374,0.0527048528241846,-0.901199448761229,3.4,-3.3
"Garry Hill-Thomas","UTA",26,16,186,-1,0.572815533980582,0.168156432067279,0.0200977126360204,-0.962324814876135,3,1.1
"George Williams","BAK",27,26,377,-6,0.409836065573771,-0.164211499701794,0.031781557743957,-0.940422271269698,1.7,-9.1
"Glen McGowan","SIF",27,22,518,0,0.563218390804598,0.148584748225903,0.0318799812470699,-0.940237766507018,1.3,3.6
"Guillermo Diaz","ANA",23,21,732,1,0.484375,-0.0122024662100577,0.03125,-0.941418729760786,1.5,3.6
"Harry Good","FWN",26,2,3,-2,NA,NA,NA,NA,0,-42.9
"Ian Mahinmi","AUS",21,45,1360,5,0.617283950617284,0.258841938720755,0.0296122709842352,-0.944488817634421,5.2,6.3
"Ivan Johnson","RGV",24,45,1278,-1,0.489795918367347,-0.001147457602797,0.032313829787234,-0.939424473752642,4,2.3
"J.C. Mathis","SIF",25,46,630,-7,0.435483870967742,-0.111907316134745,0.0364130434782609,-0.931740085112568,1.5,-6.1
"Jackie Manuel","IOW",25,29,752,-2,0.479411764705882,-0.022324110768816,0.0367376928728876,-0.931131497147139,2.8,-4.6
"Jahsha Bluntt","SIF",24,33,367,-2,0.472222222222222,-0.0369859168786225,0.053763440860215,-0.899215018943287,2.4,-6.3
"Jamaal Thomas","ABQ",28,46,1072,1,0.509615384615385,0.0392708544092696,0.0380434782608696,-0.92868367101313,3.3,-4
"James Lang","UTA",24,48,1075,0,0.565217391304348,0.152661357802569,0.0450016072002572,-0.915639957996888,3,-2.6
"James Peters","FWN",27,51,1448,-3,0.5,0.0196619703638115,0.0383104125736739,-0.928183275777466,3.7,-8.3
"James Smith","BAK",24,14,206,-8,0.276978417266187,-0.43515128260422,0.0255442025766326,-0.952114821306018,2.4,-12.3
"JamesOn Curry","IOW",22,13,511,-1,0.51,0.0400552097710878,0.0486334405144695,-0.908831720913891,1.9,-4.7
"Jamison Brewer","BAK",27,4,109,-2,0.225,-0.541152113336285,0.0174278846153846,-0.967329676212746,4,-9.8
"Jarred Merrill","RGV",26,10,211,-2,0.564516129032258,0.151231256862368,0.0347758887171561,-0.934809096488046,1.8,-0.2
"Jason Ellis","IDA",25,37,579,1,0.522727272727273,0.066010241743985,0.0444214876033058,-0.916727450569051,2.6,4.8
"Jason Fontenet","TUL",108,45,1090,-1,0.517730496453901,0.0558201962632374,0.0496414782129068,-0.90694205279154,1.5,-0.4
"Jason Klotz","SIF",26,33,580,-4,0.484848484848485,-0.0112368772229705,0.0432372505543237,-0.918947422108049,3.3,-7.2
"Jeff Hagen","IOW",26,15,254,-2,0.450819672131148,-0.0806326496719732,0.0325443786982249,-0.938992286614783,5.3,-6.7
"Jeff Horner","IOW",24,50,1965,1,0.479674796747967,-0.0217877032282133,0.0503931379556826,-0.905532990950917,2.8,0.1
"Jelani McCoy","LAD",30,36,1082,3,0.683760683760684,0.394409532121452,0.0401381096245145,-0.924757073702243,4.6,4.9
"Jeremy Kelly","TUL",25,47,1262,-2,0.44488188976378,-0.0927417114085772,0.0406195207481005,-0.923854620098181,2.8,-2.8
"Jeremy Richardson","FWN",24,12,469,-2,0.483805668016194,-0.0133635185548545,0.0468105363376706,-0.912248938264331,1.9,-4.8
"Jermareo Davidson","SIF",23,6,189,0,0.476394849785408,-0.0284765775932783,0.03806275579809,-0.928647533329372,3.7,10.3
"Jesse Smith","RGV",25,50,1312,-5,0.460526315789474,-0.0608376588754366,0.043200408997955,-0.919016485313479,1.8,-1.8
"Joel Anthony","IOW",25,3,73,-1,0.450381679389313,-0.0815258587562613,0.0220319955094022,-0.958698806948946,8.5,-13.1
"John Millsap","UTA",25,43,430,-5,0.455089820359281,-0.0719244341598842,0.0343783398646242,-0.935554341824477,2.1,-5
"John Thomas","COL",32,16,510,-1,0.587412587412587,0.197924552595247,0.0366510959396335,-0.931293831814303,2.5,8.1
"Josh Gross","AUS",24,45,1370,-1,0.530898876404494,0.0826747887570806,0.040949759119064,-0.923235555034092,1.8,-5.2
"Josh McRoberts","IDA",21,15,402,-3,0.423357664233577,-0.136636579837941,0.0402266288951841,-0.924591135420116,2.8,0.2
"Jovan Harris","IOW",27,47,800,-3,0.493377483443709,0.0061565138027015,0.0546448087431694,-0.897562806139079,1.5,-5.7
"Julian Sensley","COL",25,7,228,0,0.544600938967136,0.110617732978424,0.0762762762762763,-0.857012443091791,1.8,3.3
"Julius Hodge","ABQ",24,16,610,3,0.595854922279793,0.215141208205579,0.0368675311467073,-0.930888102234947,2.1,7.2
"Justin Bowen","AUS",25,46,1307,1,0.541666666666667,0.104633801227462,0.0582805907172996,-0.890747166895642,3.1,2.1
"Justin Cage","COL",23,43,1315,2,0.620535714285714,0.265473338219373,0.0302843016069221,-0.943229028593889,2.8,4.5
"Justin Reed","BAK",26,30,1060,-2,0.438967136150235,-0.104803810056184,0.0347281525761457,-0.9348985826889,1.8,-1.8
"Kaniel Dickens","COL",29,38,1188,1,0.54978354978355,0.12118675529181,0.0502133245815556,-0.905870069218512,2.4,5.2
"Kasib Powell","SIF",27,40,1551,2,0.549065420560748,0.119722257175214,0.0455432661027977,-0.914624563867378,2.5,5.6
"Kedrick Brown","ANA",27,49,1708,0,0.486111111111111,-0.00866197325740546,0.0415384615384615,-0.922131973097413,2.6,-0.9
"Keith Closs","TUL",32,49,938,3,0.606481481481481,0.236812204793142,0.0374540441176471,-0.929788624639765,7.7,0.6
"Keith Gayden","IOW",24,2,6,-2,0,-1,0,-1,0,-66.7
"Keith Langford","AUS",24,25,1026,4,0.57843137254902,0.179608946107154,0.0373985801217039,-0.929892597482482,2.2,4.8
"Kenny Taylor","RGV",25,14,490,0,0.553892215568862,0.129565655792246,0.0673015873015873,-0.873836400856244,1,4.9
"Kenton Paulino","AUS",25,33,489,0,0.532846715328467,0.0866470633074196,0.043221539914974,-0.918976873282749,2.1,9.1
"Kevin Bookout","RGV",25,8,160,-3,0.540229885057471,0.101703738094233,0.0435936315390447,-0.918279350083279,0.3,8.7
"Kevin Lyde","DAK",28,44,1381,0,0.512345679012346,0.0448388091382267,0.0416307161345988,-0.921959032571745,4,1.8
"Kevin Pittsnogle","ABQ",23,48,1327,-1,0.537634408602151,0.0964107208213027,0.0712045169385194,-0.8665199664311,1.5,0.2
"Kevin Sweetwyne","UTA",31,11,49,-2,0.276041666666667,-0.437061620528312,0.029296875,-0.945080059150736,2.9,-16.3
"Kibwe Trim","DAK",24,35,271,-5,0.504,0.027819266126722,0.0282159130739572,-0.947106431077386,1.9,-5.5
"Kosta Perovic","BAK",23,21,484,-3,0.5,0.0196619703638115,0.0339012517385257,-0.936448691534649,4,0.3
"Kris Collins","RGV",25,33,864,0,0.474619289340102,-0.0320975205176003,0.0294722412611378,-0.944751317444031,2.2,0.9
"Kris Lang","AUS",28,9,270,-4,0.545454545454545,0.112358513124158,0.0332288401253918,-0.937709194780121,2.1,2.6
"Kyle Davis","RGV",26,11,184,-1,0.535087719298246,0.0912171963542544,0.0317631806395851,-0.940456721001455,6.1,-0.6
"Kyrylo Fesenko","UTA",21,37,944,-2,0.5,0.0196619703638115,0.030902348578492,-0.942070437340703,4.7,3.9
"Lamar Rice","UTA",25,49,755,-4,0.49,-0.00073126904346471,0.0574829931972789,-0.892242343723241,1.5,-2.6
"Lance Allred","IDA",27,38,1124,1,0.512315270935961,0.0447767972200631,0.0359485699291525,-0.932610787528545,1.4,2.6
"Larry Turner","FWN",25,47,1053,-5,0.489208633093525,-0.00234512252173844,0.0317340385341896,-0.940511350811104,3.2,-4.6
"Lodrick Stewart","ANA",23,6,33,-2,0.458860759493671,-0.064234267704097,0.0250832144555397,-0.952978989936379,0,11.8
"Lou White","COL",32,17,313,3,0.596899224806202,0.217270879349046,0.0296732026143791,-0.944374595161091,3.3,7.8
"Lukasz Obrzut","BAK",25,38,455,-6,0.431034482758621,-0.120981060031197,0.0333155650319829,-0.937546620214057,2.3,-19.3
"Luke Anderson","COL",25,16,151,-4,0.375,-0.235253522227141,0.0659965034965035,-0.876282911802498,0.6,-13.9
"Luke Jackson","IDA",26,19,505,1,0.471938775510204,-0.0375639565443617,0.0345920617420066,-0.935153698654717,2.4,0.3
"Luke Whitehead","IOW",27,10,134,-3,0.296052631578947,-0.396252780705638,0.0164813343923749,-0.969104079873838,1.3,-3.5
"Marcin Gortat","ANA",24,5,139,-2,0.487179487179487,-0.0064832083634657,0.0511494252873563,-0.904115254229148,2.2,-3.6
"Marcus Campbell","ANA",26,43,1096,-1,0.53030303030303,0.0814596655373758,0.0393416927899687,-0.926250037216086,3.3,-1.7
"Marcus White","LAD",24,1,14,-2,0,-1,0,-1,3.6,25
"Marcus Williams","AUS",21,36,1256,2,0.55,0.121628167400193,0.0499249249249249,-0.906410703401615,3,1.5
"Mario Boggan","ANA",24,6,36,-3,0.430232558139535,-0.122616444105557,0.036256323777403,-0.932033871965296,0,-30.9
"Marquis Webb","ANA",24,26,466,-4,0.468354430379747,-0.0448735973807335,0.045881126173097,-0.913991211160778,1.6,-9.6
"Mateen Cleaves","BAK",30,15,612,4,0.565217391304348,0.152661357802569,0.0389654014108163,-0.926955433279152,2.8,-1.2
"Maurice Ager","TUL",24,9,294,-4,0.48792270531401,-0.00496754582855106,0.0330275229357798,-0.938086584114151,1,-4.4
"Maurice Baker","DAK",28,24,974,0,0.481927710843373,-0.0171932815770492,0.0358819584171697,-0.932735657512049,2.5,3.6
"Michael Cuffee","BAK",24,46,1384,-3,0.479591836734694,-0.0219568855694052,0.0371663244353183,-0.930327984142602,1.3,-7.1
"Michael Joiner","SIF",26,50,1463,-3,0.49079754601227,0.000895185633189235,0.0905759162303665,-0.830206328772622,1.9,-0.5
"Michael Peeples","DAK",22,2,16,-2,0.398601398601399,-0.187122625024654,0.398601398601399,-0.252781560025684,2.9,2.9
"Mickael Gelabale","IDA",25,6,195,2,0.645077720207254,0.315522438448648,0.0622559652928417,-0.88329492714166,2.7,-2.4
"Mike Efevberha","ANA",23,49,1281,0,0.461711711711712,-0.0584202525919758,0.0377626348665531,-0.929210140222006,3.2,0.9
"Mike Gansey","ANA",25,19,187,-3,0.413533834586466,-0.156670550826923,0.0431537962362102,-0.919103865626834,1.4,-1.7
"Mike Hall","TUL",24,48,1792,0,0.47093023255814,-0.0396207023317589,0.0413338658146965,-0.922515508373691,1.8,2.2
"Mike Taylor","IDA",22,39,1082,0,0.538071065989848,0.0973012066859291,0.0385743619829862,-0.927688476043821,2.7,6.4
"Milone Clark","SIF",24,5,33,-3,0.588757396449704,0.200667053860346,0.0753424657534247,-0.858762964902716,0,-40
"Mo Charlo","ANA",24,40,1175,0,0.461538461538462,-0.0587735658180201,0.0311993517017828,-0.941513675093426,3.3,3.6
"Morris Almond","UTA",23,34,1261,-2,0.48876404494382,-0.00325178177919541,0.0356046654389196,-0.933255471108667,1.9,-2.1
"Mouhamed Sene","IDA",22,28,771,2,0.536585365853659,0.0942713828294566,0.0291450777202073,-0.945364618429748,4.4,0.6
"Mustafa Al-Sayyad","BAK",25,7,74,-3,0.616279069767442,0.256792661146093,0.0186852769022963,-0.964972567817345,0.7,3.3
"Nate Gerwig","FWN",25,40,701,-4,0.493827160493827,0.00707355097660405,0.0289643066120538,-0.94570349206617,1.4,0.5
"Nick Fazekas","TUL",23,28,857,3,0.556521739130435,0.134928106144068,0.0513860716700473,-0.90367163676689,2.8,2
"Nick Lewis","BAK",25,49,1278,-2,0.508670520231214,0.0373439698498891,0.0405504587155963,-0.923984083829041,1.9,-6.2
"Noel Felix","ANA",26,11,261,-7,0.477272727272727,-0.0266863010163617,0.0401515151515152,-0.924731943692646,4,-1
"O'Neal Mims","BAK",25,12,181,-3,0.487951807228916,-0.00490819759676231,0.0415525114155251,-0.922105635188771,3.7,-15.9
"Pan Zhenqi","COL",108,1,27,-2,0.551020408163265,0.123709110196853,0.109200743494424,-0.795292215520961,0,-11.8
"Patrick Fields","AUS",24,1,7,-2,0,-1,0,-1,15.4,-23.1
"Patrick O'Bryant","BAK",22,8,288,5,0.571428571428572,0.165327966130071,0.0609264853977845,-0.885787171013979,6.3,2.5
"Paul Butorac","COL",24,3,16,-3,0.329787234042553,-0.327456998270678,0.335106382978723,-0.371809357434807,0,-62.5
"Perrin Johnson","DAK",23,43,572,-7,0.452173913043478,-0.0778709137579443,0.048559670781893,-0.908970009702357,2.4,-5.4
"Quannas White","RGV",27,44,1131,-4,0.455555555555555,-0.0709746492240829,0.0423211169284468,-0.920664806796457,1.8,-7.5
"Quin Humphrey","RGV",23,49,1402,-3,0.478991596638655,-0.023180969567441,0.0607175712971481,-0.886178801522336,1.4,-8.9
"Ramon Dyer","ABQ",24,50,1036,-1,0.466442953020134,-0.0487717189223503,0.0568436798803291,-0.893440800881249,3.8,-3
"Ramon Sessions","TUL",22,24,869,3,0.467661691542289,-0.046286316276634,0.0254982941282097,-0.952200881313164,2.3,2.3
"Randy Livingston","IDA",33,43,1743,1,0.516447368421053,0.0532034825468317,0.0410628019323672,-0.923023644903061,1.9,4.4
"Richard Andrews","BAK",27,29,292,-3,0.447368421052632,-0.0876708686218528,0.0200787401574803,-0.962360380696694,2.3,5.1
"Ricky Sanchez","IDA",20,24,482,-1,0.576666666666667,0.176010139152929,0.118146214099217,-0.778523030531638,2.9,6.5
"Rob Griffin","FWN",30,9,129,0,0.611111111111111,0.246253519333547,0.248543689320388,-0.534079839029471,2.8,13.7
"Roberto Bergersen","IDA",32,46,1459,1,0.57514450867052,0.172905965909818,0.105550049554014,-0.802135808746043,2.4,5
"Rod Benson","DAK",23,49,1651,2,0.517985611510791,0.0563404585063947,0.0289465831095195,-0.945736716555499,3.7,4.5
"Roderick Riley","COL",27,50,1274,-4,0.479020979020979,-0.0231210493717331,0.0267540267540268,-0.949846884119526,1.8,-2.9
"Roderick Wilmont","FWN",24,50,1411,-3,0.43048128342246,-0.122109212681424,0.0449930779880018,-0.915655946863706,1.9,-5
"Ron Howard","FWN",25,47,1341,-2,0.522388059701492,0.0653184764995045,0.0360219263899765,-0.932473273459574,2.2,-7.1
"Ronald Allen","SIF",23,14,126,-4,0.395833333333333,-0.192767606795316,0.0306946688206785,-0.942459753949205,3.4,-20.2
