"player_name","team_abbreviation","age","gp","min","dre","efg","rel_efg","ts","rel_ts","stk","plus_minus"
"Ed Davis","ERI",22,2,35,-1.43,58.08,8.59,3.64,-50.34,8.3,27.8
"Elijah Millsap","TUL",23,50,1424,1.32,46.86,-2.64,2.57,-51.41,2.7,4.3
"Eric Boateng","AUS",25,40,646,-4.91,51.2,1.7,3.64,-50.34,3.2,-1.2
"Eric Dawson","AUS",26,14,254,-0.26,45.36,-4.14,4.24,-49.74,5.2,-5.2
"Erik Daniels","ERI",29,12,372,4.63,57.18,7.69,8.67,-45.31,4.1,-2.1
"Eugene Spates","SPG",24,52,966,-1.03,45.38,-4.12,3.96,-50.02,2,-4.1
"Gani Lawal","IWA",22,10,202,-2.79,46.63,-2.87,1.82,-52.16,2.4,-5.5
"Garret Siler","IWA",24,4,65,-2.95,58.89,9.39,2.47,-51.51,2.3,-7.5
"Garrett Temple","ERI",25,24,806,-0.52,50.62,1.12,4.6,-49.38,2.3,2.6
"Garrett Williamson","TUL",23,30,511,-3.55,45.05,-4.45,2.26,-51.72,3.3,2.2
"Gavin Edwards","SPG",23,39,995,-1.64,51.57,2.07,3.55,-50.43,3.3,-7.6
"Gerard Anderson","SPG",24,24,236,-5.62,47.58,-1.92,4.48,-49.5,1.7,-18.9
"Hamady Ndiaye","DAK",24,11,202,-1.97,44.3,-5.19,2,-51.98,7.9,11.9
"Hasheem Thabeet","RGV",24,6,168,0.3,61.34,11.85,3.12,-50.86,6.4,-0.9
"Hassan Whiteside","RNO",22,14,147,-1.08,50.86,1.36,3.81,-50.17,10.9,-4.6
"Idong Ibok","NMX",26,13,127,-5.5,43.33,-6.16,4.44,-49.54,3.1,-25.7
"Isaiah Swann","RGV",26,3,46,-2.12,34.97,-14.53,2.2,-51.78,2,5.8
"Ish Smith","RGV",22,8,263,-1.24,47.35,-2.14,6.21,-47.77,3.8,8.3
