"player_name","team_abbreviation","age","gp","min","dre","efg","rel_efg","ts","rel_ts","stk","plus_minus"
"Clint Capela","RGV",21,38,932,5.52,60.31,10.92,3.81,-49.15,6.5,6.2
"Coby Karl","RNO",32,7,253,1.77,50,0.61,4.72,-48.24,1.6,11.6
"Cory Jefferson","MNE",24,2,49,-0.93,69.23,19.84,4.51,-48.46,7,27
"D.J. Seeley","DEL",25,47,1647,2.85,56.7,7.32,4.32,-48.64,2.3,-3.2
"Dahntay Jones","FWN",34,19,556,1.46,57.74,8.35,3.03,-49.94,2.1,7.7
"Damien Wilkins","IWA",35,50,1891,1.86,49.27,-0.12,3.59,-49.38,2.6,0.4
"Damion James","TEX",27,29,1042,1.49,47.93,-1.46,3.69,-49.28,2.6,3.2
"Dane Miller","OKL",25,22,304,-3.89,52.38,2.99,3.98,-48.98,3.4,2
"Daniel Coursey","ERI",23,50,1254,-2.5,51.57,2.18,8.4,-44.56,4.2,-2.1
"Daniel Orton","IDA",24,6,110,-1.13,61.25,11.86,1.87,-51.1,3.6,-5.8
"Dar Tucker","RNO",27,8,286,10.54,63.92,14.53,5.22,-47.74,1.9,11.6
"Darington Hobson","SCW",27,25,732,-1.25,48.16,-1.23,7.1,-45.86,2,5.5
"Darnell Jackson","WES",29,45,1390,-1.7,45.72,-3.67,3.59,-49.38,1.9,-10.3
"Darren White","ERI",23,4,26,-3.12,0,-49.39,0.82,-52.14,0,10.6
"David Stockton","RNO",24,43,1311,6.04,53.68,4.29,4.84,-48.12,3.4,6.5
"David Teague","FWN",32,5,21,-2.87,0,-49.39,0,-52.96,2.3,-9.3
"David Wear","RNO",24,43,1289,2,58.57,9.18,9.71,-43.25,1.4,-0.6
"Davion Berry","MNE",23,15,306,1.81,51.17,1.78,3.47,-49.49,2,10.6
"Delonte West","TEX",31,4,101,-0.97,35.9,-13.49,2.87,-50.1,5,5.5
"Devondrick Walker","AUS",22,34,376,-3.03,49.51,0.13,4.88,-48.08,1.5,1.6
"Devyn Marble","ERI",22,6,185,-2.88,39.76,-9.63,3.74,-49.22,2.1,-0.8
"Dexter Strickland","LAD",24,10,146,-0.6,50,0.61,3.65,-49.31,3,10.6
"Diante Garrett","GRD",26,44,1444,0.05,49.44,0.05,7.02,-45.95,2.5,-4.3
"Dominic Waters","GRD",28,2,34,-2.73,28.24,-21.15,1.9,-51.07,1.2,-3.7
"Dominique Sutton","SCW",28,40,991,2.01,62.28,12.89,3.5,-49.47,3,7.8
"Doron Lamb","WES",23,35,1245,-1.16,50.29,0.9,3.87,-49.09,1.3,-4.3
"Drew Crawford","ERI",24,50,1683,-0.82,52.89,3.51,5.26,-47.7,1.6,-1.4
"Drew Gordon","DEL",24,41,1347,1.12,56.38,6.99,4.68,-48.29,2.3,-5.4
"Durrell Summers","WES",26,42,869,-1.98,50.91,1.53,4.06,-48.9,2.3,-7.6
"Dwayne Mitchell","WES",32,1,19,-2.33,50,0.61,50,-2.96,0,-5
"Dwight Buycks","OKL",26,10,344,2.26,48.7,-0.69,7.12,-45.84,3.5,3
"Dwight Powell","TEX",23,12,430,4.63,62.44,13.06,4.63,-48.33,2.6,11
"Earl Barron","BAK",33,27,881,-0.44,49.15,-0.24,4.4,-48.56,1.8,4.4
"Earl Clark","RGV",27,6,206,2.84,51.4,2.02,5.94,-47.03,5.5,3.3
"Elijah Millsap","BAK",27,19,695,1.5,47.54,-1.85,2.66,-50.3,2.9,6.9
"Elliot Williams","SCW",26,29,1045,2.48,52.05,2.66,4.26,-48.71,1.6,7.9
"Eloy Vargas","LAD",26,30,693,0,50.34,0.95,5.04,-47.93,4.3,-3.5
"Eric Griffin","TEX",25,49,1724,2.94,52.75,3.36,3.59,-49.37,4.9,1.1
"Eric Moreland","RNO",23,7,201,1.9,58.82,9.44,3.26,-49.7,3.8,5.6
"Erick Green","FWN",24,2,72,-0.81,56.94,7.56,4.49,-48.48,3.1,5.6
"Erik Murphy","AUS",24,49,1117,1.44,55.39,6,7.69,-45.27,3.1,0.3
"Ferrakohn Hall","IWA",24,43,782,-2.46,47.81,-1.58,5.51,-47.45,2.6,-7.2
"Festus Ezeli","SCW",25,2,42,-2.16,47.5,-1.89,9.39,-43.58,8.4,-40
"Frank Gaines","OKL",24,14,417,3.25,54.38,4.99,3.41,-49.56,2.3,7.7
"Fuquan Edwin","SXF",23,49,1445,3.63,55.74,6.35,7.37,-45.59,3.6,8.4
"Gary Talton","FWN",25,44,1497,-0.48,44.15,-5.24,4.76,-48.2,2,0.7
"George Beamon","TEX",24,18,212,-1.95,42.78,-6.6,3.09,-49.87,2.4,-14.7
"Geron Johnson","RGV",22,33,423,-4.62,42.18,-7.21,4.99,-47.97,2.7,-9
"Gideon Gamble","DEL",25,22,429,-1.92,52.19,2.8,18.16,-34.8,2.5,3.6
"Gigi Datome","GRD",27,3,76,-2.22,52.78,3.39,5.91,-47.05,1.9,1.9
"Glen Rice","RGV",24,37,1008,3.48,49.13,-0.26,3.68,-49.28,3.3,2.8
"Grant Jerrett","IDA",21,19,540,1.87,55.65,6.26,7.93,-45.03,2.5,3.4
"Greg Foster","FWN",26,1,1,-2.01,NA,NA,NA,NA,33.3,-133.3
"Greg Gantt","AUS",23,13,124,-3.02,46.12,-3.27,4.87,-48.09,1.2,-1.5
"Gutierrez Jorge","CTN",115,1,27,-2.89,66.41,17.02,3.02,-49.94,0,4.3
"Hasheem Thabeet","GRD",28,49,1090,0.76,59.52,10.14,3.3,-49.67,6.3,3.7
"Hassan Whiteside","SXF",26,4,112,2.71,87.1,37.71,8.13,-44.84,8.9,7.7
"Henry Walker","SXF",27,17,472,5.53,60.55,11.16,6.5,-46.46,3.2,10.6
"Ian Clark","IDA",24,7,224,-2.68,53.3,3.91,10.07,-42.89,2.3,-8
"Isaiah Canaan","RGV",24,4,144,-1.94,47.98,-1.41,3.03,-49.93,0.9,1.5
"Ivan Johnson","TEX",31,7,165,-2.58,42.42,-6.96,4.5,-48.46,3.8,-17.7
"JR Inman","WES",28,7,80,-2.27,42.95,-6.44,2.96,-50.01,1.2,4.5
"JaKarr Sampson","DEL",22,2,63,-1.8,39.91,-9.47,3.52,-49.45,3.2,13.2
"Jabari Brown","LAD",22,39,1362,0.56,52.04,2.65,3.53,-49.43,1.5,-3.2
"Jack Cooley","IDA",24,20,615,4.69,57.82,8.43,3.63,-49.34,3.1,-3.8
"Jamaal Franklin","LAD",23,21,717,5.36,56.1,6.71,3.15,-49.82,2.4,0.7
"Jamal Jones","DEL",22,46,972,-1.91,49.67,0.29,5.17,-47.79,2.3,-2.6
"Jamario Moon","LAD",35,10,321,1.67,49.63,0.24,11.33,-41.64,4.6,-16.5
"James Michael McAdoo","SCW",22,33,1081,6.59,57.45,8.06,3.26,-49.7,5.8,4
"James Singleton","CTN",33,21,658,-1.86,49.68,0.29,4.72,-48.24,2.6,8.4
"James Tyler","MNE",27,4,50,-2.41,24.79,-24.59,4.05,-48.92,9.1,3
"James Young","MNE",19,17,559,4.21,59.01,9.62,5.9,-47.07,2.9,7.8
"Jamil Wilson","BAK",24,41,1075,-0.5,50,0.61,5.5,-47.46,2.6,4.6
"Jared Cunningham","IDA",24,29,993,0.01,49.42,0.03,2.6,-50.36,2,-4.9
"Jarell Eddie","AUS",23,44,1151,1.29,59.58,10.19,6.57,-46.4,1.7,3.3
"Jarnell Stokes","IWA",21,23,737,2.54,61.69,12.3,3.9,-49.06,2.3,3.9
"Jaron Johnson","RGV",23,50,1492,0.18,56.13,6.75,4.68,-48.29,2,0.7
"Jarrid Famous","TEX",26,27,872,1.56,57.01,7.62,4.15,-48.81,2.6,-2.8
"Jarvis Threatt","RGV",22,36,778,4.63,46.56,-2.83,2.45,-50.52,3.1,0.2
"Jarvis Varnado","LAD",27,8,185,-1.14,53.93,4.54,5.62,-47.35,4.5,10.8
"Jarvis Williams","ERI",25,42,880,-2.94,48.97,-0.42,4.27,-48.69,1.2,-3.9
"Jason Calliste","MNE",25,40,809,0.65,56.29,6.9,5.18,-47.78,1.6,4.9
"Jay Bowie","DEL",23,2,29,-1.63,41.21,-8.18,41.76,-11.2,4.5,-1.5
"Jeffery Taylor","AUS",26,4,105,-2.24,38.6,-10.79,3.13,-49.83,1.7,-6.4
"Jerel McNeal","BAK",28,27,881,2.07,46.92,-2.47,3.55,-49.41,3.5,7.1
"Jeremy Atkinson","TEX",24,8,40,-2.34,30.25,-19.14,29.83,-23.13,2.4,-22.6
"Jermaine Taylor","IDA",28,39,1090,-3.71,45.85,-3.53,5.26,-47.7,1.8,-0.9
"Jerrell Sanders","GRD",26,1,0,-2.01,NA,NA,NA,NA,0,-200
"Jerrelle Benimon","IDA",23,44,1533,3.34,62.09,12.7,4.39,-48.57,2.8,-8.7
"Joe Alexander","SCW",28,13,416,2.82,55.37,5.98,5.78,-47.18,3.6,8
"Joe Crawford","ERI",29,18,306,-3.11,46.18,-3.21,5.98,-46.99,1.3,0.2
"Joe Harris","CTN",23,11,347,-1.04,46.08,-3.31,3.66,-49.31,1.8,3.7
"Joe Jackson","BAK",23,38,942,3.88,53.31,3.93,3.42,-49.55,3.1,7.1
"Joel Wright","DEL",25,48,1276,0.45,51.33,1.94,3.13,-49.83,3.1,-7.2
"John Bohannon","ERI",23,49,1187,0.32,51.06,1.67,3.45,-49.51,2.7,0
"John Jenkins","IDA",24,11,312,2.12,60.14,10.75,6.01,-46.95,1.8,0.3
"Jonathon Simmons","AUS",25,50,1689,-1.51,53.8,4.41,3.95,-49.01,2,2.2
"Joonas Caven","DEL",22,36,397,-2.96,41.84,-7.55,4.66,-48.3,2.7,-5.6
"Jordan Adams","IWA",20,11,351,3.84,52.06,2.68,4.72,-48.24,3.6,1.5
"Jordan Bachynski","WES",25,18,343,-2.78,50,0.61,3.91,-49.05,6.3,-19.4
"Jordan Burris","RNO",23,3,20,-2.41,18.86,-30.53,18.86,-34.1,0,-4.2
"Jordan Clarkson","LAD",23,5,180,-1.17,52.33,2.94,5.59,-47.37,1.1,-7
"Jordan Crawford","FWN",26,8,286,0.17,42.83,-6.56,5.12,-47.84,1.9,5.9
"Jordan Hamilton","RNO",24,31,861,3.4,50.24,0.85,4.62,-48.34,3.3,-3.7
"Jordan McRae","DEL",24,13,447,1.6,53.08,3.69,4.85,-48.12,2.7,-6.4
"Jordan Swing","CTN",24,11,152,-1.81,54.82,5.44,3.96,-49,3.1,9
"Jordan Vandenberg","WES",25,8,55,-2.43,16.07,-33.32,2.07,-50.89,2.8,-11.1
"Jorge Gutierrez","CTN",26,14,419,3.14,45.48,-3.91,2.46,-50.5,3.8,11.2
"Joseph Harris","SXF",28,9,82,-1.64,71.33,21.95,8.73,-44.23,3.1,-17.5
"Josh Bostic","GRD",28,15,270,0.33,50,0.61,4.72,-48.24,2.4,2.2
"Josh Davis","AUS",24,22,747,1.51,51.77,2.39,2.86,-50.11,3.4,5.1
"Josh Huestis","OKL",23,44,1457,-1.25,47.52,-1.87,6.63,-46.34,3.1,1.5
"Josh Warren","IWA",26,9,42,-2.22,49.28,-0.11,50,-2.96,2.3,-35.6
"Josiah Turner","LAD",22,36,784,-1.3,45.77,-3.62,2.9,-50.06,3.3,-6.5
"Justin Dentmon","TEX",29,13,499,0.24,53.11,3.72,7.65,-45.31,1.4,-1.1
"Justin Holiday","SCW",26,1,36,-1.08,57.8,8.41,5.38,-47.59,3.8,35
"Justin Jackson","TEX",24,38,626,2.86,61.42,12.03,3.21,-49.75,7.7,-4.5
"Justin Johnson","CTN",26,47,942,-2.62,48.28,-1.11,4.06,-48.9,1.3,3.1
"Kadeem Batts","ERI",23,43,996,-3.77,43.62,-5.77,3.7,-49.26,1.7,-2.5
"Kalin Lucas","IWA",26,35,1293,-0.16,50.47,1.08,5.52,-47.44,1.8,-1.4
"Kammeon Holsey","GRD",24,47,760,-5.65,49.3,-0.09,6.14,-46.82,1.5,-2.4
"Keith Appling","ERI",23,38,926,-1.83,41.62,-7.77,2.81,-50.16,2,-3.1
"Keith Chamberlain","RNO",27,5,76,-2.16,55.56,6.17,1.66,-51.31,2.6,-15.3
"Keith Wright","AUS",25,46,1001,0.42,54.17,4.78,3.56,-49.4,3.7,-2.6
"Kelsey Barlow","GRD",24,45,983,-0.06,48.58,-0.81,5.54,-47.42,2.3,3.8
"Kendrick Perry","IWA",22,9,189,-1.48,58.63,9.25,30.63,-22.34,2.2,6
"Kenny Hall","SCW",25,44,764,-2.4,56.98,7.59,3.57,-49.39,3,-2.4
"Kevin Murphy","GRD",25,32,1011,-1.08,53.55,4.17,3.79,-49.17,1.8,-10.6
"Kevin Olekaibe","CTN",22,28,308,-2.85,46.37,-3.02,10.69,-42.27,2.7,-3.8
"Khem Birch","SXF",22,49,1294,6.27,70.09,20.7,3.55,-49.42,4.5,4.6
"Khyle Marshall","AUS",23,16,148,-2.09,49.04,-0.35,5.12,-47.85,1.6,-0.6
"Kiwi Gardner","SCW",22,29,313,0.92,44.74,-4.65,3.8,-49.16,3.7,5
"Kodi Augustus","IDA",27,4,73,-2.01,40.18,-9.21,3.13,-49.83,2.6,-8.4
"Kris Clark","WES",29,16,202,-5.02,29.69,-19.7,10.04,-42.92,3.3,-6.3
"Kyle Anderson","AUS",21,26,1042,1.64,46.79,-2.6,4.13,-48.84,4,-0.8
"L.D. Williams","GRD",27,34,910,-1.46,43.9,-5.49,3.86,-49.1,2.1,-1.5
"LaQuentin Miles","BAK",24,10,202,-4.85,46.02,-3.37,2.31,-50.66,1.6,-1.9
"Langston Galloway","WES",23,19,699,4.91,52.15,2.76,6.11,-46.85,4.3,0.4
"Larry Drew II","SXF",25,42,1480,1.43,54.03,4.64,5.68,-47.28,2.1,3.2
"Larry Owens","IWA",32,36,1249,1.77,56.62,7.23,8.08,-44.88,3.4,0.9
"Lenzelle Smith","ERI",23,47,1146,-0.21,54.4,5.01,8.07,-44.89,2,-2.1
"Leslie McDonald","ERI",24,12,194,-4.69,39.01,-10.38,6.4,-46.56,2,-7.7
"Lewis Jackson","IDA",25,31,629,-4.55,39.08,-10.31,4.72,-48.24,1.5,-11.9
"Lorenzo Brown","GRD",24,19,605,1.05,54.25,4.86,5.28,-47.68,3.4,0.6
"Lucas Nogueira","FWN",22,4,80,-0.44,43.1,-6.28,2.01,-50.95,6.9,3.1
"Luke Loucks","MNE",25,19,270,-4.74,48.9,-0.49,5.27,-47.69,1.9,-3.1
"Maalik Wayns","DEL",24,19,474,-1.35,46.61,-2.77,6.52,-46.44,1.3,-8.7
"Mac Koshwal","BAK",27,51,1676,-0.91,56.69,7.3,5.13,-47.83,2.7,3.2
"Malcolm Lee","GRD",25,32,803,-1.04,48.52,-0.87,5,-47.96,1.7,-4
"Malik Smith","IWA",25,23,248,-2.68,50.68,1.3,18.29,-34.67,1.5,-3.1
"Manny Atkins","GRD",24,45,1079,-0.03,51.87,2.49,6.82,-46.14,2.3,1.2
"Manny Harris","LAD",25,15,564,0.48,49.8,0.41,4.6,-48.36,1.8,-6.5
"Marcus Ginyard","WES",28,18,383,-1.41,53.93,4.54,5.65,-47.31,2.4,-5.1
"Marcus Goode","ERI",27,1,2,-2.04,NA,NA,NA,NA,0,-150
"Marcus Hall","IWA",29,40,787,-2.34,44.91,-4.48,8.6,-44.36,1.6,4.8
"Marcus Simmons","FWN",27,41,683,-2.73,45.09,-4.3,4.74,-48.23,2.4,-1.8
"Marcus Smart","MNE",21,1,29,-2,8.51,-40.88,1.09,-51.88,7.9,-1.6
"Mario Little","OKL",27,22,699,-1.56,49.08,-0.31,4.79,-48.17,1.6,7.8
"Mark McLaughlin","ERI",25,4,58,-2.81,37.81,-11.58,3.18,-49.79,2.5,-14.2
"Markeith Cummings","SXF",26,29,516,-2.56,45.29,-4.1,2.73,-50.23,2.7,-6.7
"Markel Brown","MNE",23,1,8,-1.5,62.6,13.21,3.81,-49.15,6.3,6.3
"Marquis Teague","OKL",22,44,1299,-3.36,43.51,-5.88,3.56,-49.4,2.1,-0.4
"Matt Bouldin","FWN",27,12,401,1.4,49.4,0.02,3.96,-49,2.2,3.8
"Maurice Baker","SCW",35,19,250,0.05,50.68,1.3,9.99,-42.98,2.4,9.4
"Maurice Kemp","CTN",24,21,358,-0.04,56.06,6.67,5.05,-47.92,3,4.5
"Maurice Sutton","OKL",25,43,978,1.43,61.24,11.85,4.84,-48.12,3.6,3.8
"Melvin Johnson","RNO",25,37,703,-1.27,50.24,0.85,8.51,-44.46,1.6,-2.1
"Mfon Udofia","AUS",24,34,360,-3.88,53.75,4.36,4.36,-48.61,1.3,-1.7
"Michael Dunigan","CTN",25,24,729,0.15,57.25,7.86,3.78,-49.18,3.9,7
"Michael Jenkins","OKL",28,14,394,2.65,59.54,10.15,4.55,-48.41,1.9,4.5
"Michael Schachtner","MNE",28,24,344,-8.19,41.36,-8.03,7.46,-45.5,0.6,-6.3
"Michael Williams","SXF",23,39,599,-4.88,40.06,-9.33,5.85,-47.12,1.6,-4.7
"Mike James","TEX",40,44,1543,-1,51.52,2.13,7.9,-45.06,1.2,-0.8
"Mike McCall","IWA",24,30,319,-5.12,43.26,-6.13,8.85,-44.11,1.4,-10.4
"Mike Muscala","FWN",23,6,179,-1.3,48.2,-1.18,3.93,-49.04,2.7,12.6
"Milos Milisavljevic","SCW",21,21,270,-5.38,45.81,-3.58,4.29,-48.68,1.3,-3.4
"Mitch McGary","OKL",23,8,194,-2.08,49.24,-0.15,4.4,-48.56,5.5,0.7
"Mitchell Watt","SCW",25,9,130,-3.31,37.5,-11.89,2.66,-50.3,4.3,-1.1
"Mouhamed Sene","AUS",29,7,81,-0.33,67.86,18.47,1.65,-51.31,6.5,-0.6
"Mychel Thompson","SCW",27,47,1416,1.13,53.91,4.52,5.22,-47.74,3,10.6
"Myck Kabongo","TEX",23,18,447,-0.66,42.67,-6.72,2.24,-50.73,2.4,4.8
"Naadir Tharpe","LAD",23,14,250,-6.91,45.38,-4,7.05,-45.91,1.4,-17.7
"Nate Wolters","GRD",24,12,378,2.69,51.49,2.1,6.39,-46.57,2,5.6
"Nick Covington","WES",29,13,302,-2.27,44.82,-4.57,6.61,-46.36,2.1,-10.4
"Nick Johnson","RGV",22,20,677,-2.03,46.93,-2.46,3.45,-49.51,2.4,0.6
"Nick Wiggins","IDA",24,26,619,-3.62,49.15,-0.24,5.89,-47.08,1,-6.7
"Noah Vonleh","FWN",19,2,27,-2.09,40.96,-8.43,41.13,-11.84,8.6,-27.6
"Nolan Smith","DEL",26,9,232,-1.86,48.44,-0.95,7.05,-45.91,2.1,-9.4
"Norvel Pelle","DEL",22,4,42,-1.07,75,25.61,5.6,-47.36,10.3,3.1
"Ognjen Kuzmic","SCW",25,29,889,1.56,49.39,0,4.23,-48.73,3.9,13.2
"Omar Reed","MNE",27,2,19,-2.51,22.22,-27.17,22.22,-30.74,2.5,-15
"Omar Samhan","TEX",26,18,219,-6.61,33.9,-15.49,6.38,-46.59,3.2,-5.9
"Omari Johnson","MNE",26,49,1283,4.7,54.9,5.51,8.01,-44.95,2.9,8.1
"Orlando Johnson","AUS",26,43,1487,-0.21,53.27,3.89,3.42,-49.55,1.9,1.1
"Orlando Sanchez","WES",27,33,823,-3.64,44.35,-5.04,4.52,-48.44,2.9,-6.1
"Patrick Christopher","IWA",27,7,255,-3.67,52.54,3.15,11.71,-41.25,0.9,-1.1
"Peyton Siva","ERI",24,38,1157,2.77,50.59,1.2,3.74,-49.22,2.6,-4.2
"Phil Pressey","MNE",24,1,42,-1.15,49.83,0.44,3.07,-49.89,3.4,9.2
"Pierre Henderson-Niles","IWA",28,36,475,-1.83,57.14,7.75,5.6,-47.36,2.8,-9.4
"Quan Prowell","IDA",115,15,349,-1.19,54.17,4.78,15.39,-37.57,2,-13.7
"Quincy Miller","GRD",22,1,37,-1.67,43.08,-6.31,3.48,-49.48,1.3,21.1
"Quinton Doggett","IDA",25,8,146,-1.71,52.21,2.82,3.22,-49.74,1.2,-30.9
"Ra'shad James","RNO",25,46,1320,0.47,51.69,2.3,4.16,-48.8,1.5,-5
"Rahlir Hollis-Jefferson","DEL",24,36,584,-0.38,49.58,0.2,3.63,-49.33,4.2,-6.6
"Ralph Sampson","MNE",25,49,935,1.69,53.6,4.21,5.02,-47.94,5.7,2.4
"Ramon Harris","FWN",27,50,1218,2.04,52.24,2.86,6.39,-46.57,2.8,4.7
"Raphiael Putney","RGV",25,24,238,1.54,57.67,8.29,6.44,-46.52,5.5,3.7
"Reggie Bullock","BAK",24,4,141,1.45,59.76,10.37,6.13,-46.83,3.3,2.4
